#phi	 theta	 comment
4.1469	 2.7061	 forward-outbox
4.1469	 2.7372	 forward-outbox
4.1469	 2.7683	 forward-outbox
4.1469	 2.7994	 forward-outbox
4.1469	 2.8305	 forward-outbox
4.1469	 2.8616	 forward-outbox
4.1469	 2.8928	 forward-outbox
4.1469	 2.9239	 forward-outbox
4.1469	 2.9550	 forward-outbox
4.1469	 2.9861	 forward-outbox
4.1469	 3.0172	 forward-outbox
4.1469	 3.0483	 forward-outbox
4.1783	 2.7061	 forward-outbox
4.1783	 2.7372	 forward-outbox
4.1783	 2.7683	 forward-outbox
4.1783	 2.7994	 forward-outbox
4.1783	 2.8305	 forward-outbox
4.1783	 2.8616	 forward-outbox
4.1783	 2.8928	 forward-outbox
4.1783	 2.9239	 forward-outbox
4.1783	 2.9550	 forward-outbox
4.1783	 2.9861	 forward-outbox
4.1783	 3.0172	 forward-outbox
4.1783	 3.0483	 forward-outbox
4.2097	 2.7061	 forward-outbox
4.2097	 2.7372	 forward-outbox
4.2097	 2.7683	 forward-outbox
4.2097	 2.7994	 forward-outbox
4.2097	 2.8305	 forward-outbox
4.2097	 2.8616	 forward-outbox
4.2097	 2.8928	 forward-outbox
4.2097	 2.9239	 forward-outbox
4.2097	 2.9550	 forward-outbox
4.2097	 2.9861	 forward-outbox
4.2097	 3.0172	 forward-outbox
4.2412	 2.7372	 forward-outbox
4.2412	 2.7683	 forward-outbox
4.2412	 2.7994	 forward-outbox
4.2412	 2.8305	 forward-outbox
4.2412	 2.8616	 forward-outbox
4.2412	 2.8928	 forward-outbox
4.2412	 2.9239	 forward-outbox
4.2412	 2.9550	 forward-outbox
4.2412	 2.9861	 forward-outbox
4.2726	 2.7372	 forward-outbox
4.2726	 2.7683	 forward-outbox
4.2726	 2.7994	 forward-outbox
4.2726	 2.8305	 forward-outbox
4.2726	 2.8616	 forward-outbox
4.2726	 2.8928	 forward-outbox
4.2726	 2.9239	 forward-outbox
4.2726	 2.9550	 forward-outbox
4.2726	 2.9861	 forward-outbox
4.3040	 2.7372	 forward-outbox
4.3040	 2.7683	 forward-outbox
4.3040	 2.7994	 forward-outbox
4.3040	 2.8305	 forward-outbox
4.3040	 2.8616	 forward-outbox
4.3040	 2.8928	 forward-outbox
4.3040	 2.9239	 forward-outbox
4.3040	 2.9550	 forward-outbox
4.3040	 2.9861	 forward-outbox
4.3354	 2.7372	 forward-outbox
4.3354	 2.7683	 forward-outbox
4.3354	 2.7994	 forward-outbox
4.3354	 2.8305	 forward-outbox
4.3354	 2.8616	 forward-outbox
4.3354	 2.8928	 forward-outbox
4.3354	 2.9239	 forward-outbox
4.3354	 2.9550	 forward-outbox
4.3354	 2.9861	 forward-outbox
4.3668	 2.7372	 forward-outbox
4.3668	 2.7683	 forward-outbox
4.3668	 2.7994	 forward-outbox
4.3668	 2.8305	 forward-outbox
4.3668	 2.8616	 forward-outbox
4.3668	 2.8928	 forward-outbox
4.3668	 2.9239	 forward-outbox
4.3668	 2.9550	 forward-outbox
4.3668	 2.9861	 forward-outbox
4.3982	 2.7372	 forward-outbox
4.3982	 2.7683	 forward-outbox
4.3982	 2.7994	 forward-outbox
4.3982	 2.8305	 forward-outbox
4.3982	 2.8616	 forward-outbox
4.3982	 2.8928	 forward-outbox
4.3982	 2.9239	 forward-outbox
4.3982	 2.9550	 forward-outbox
4.3982	 2.9861	 forward-outbox
4.3982	 3.0483	 forward-outbox
4.4296	 2.7372	 forward-outbox
4.4296	 2.7683	 forward-outbox
4.4296	 2.7994	 forward-outbox
4.4296	 2.8305	 forward-outbox
4.4296	 2.8616	 forward-outbox
4.4296	 2.8928	 forward-outbox
4.4296	 2.9239	 forward-outbox
4.4296	 2.9550	 forward-outbox
4.4296	 2.9861	 forward-outbox
4.4296	 3.0483	 forward-outbox
4.4611	 2.7683	 forward-outbox
4.4611	 2.7994	 forward-outbox
4.4611	 2.8305	 forward-outbox
4.4611	 2.8616	 forward-outbox
4.4611	 2.8928	 forward-outbox
4.4611	 2.9239	 forward-outbox
4.4611	 2.9550	 forward-outbox
4.4611	 2.9861	 forward-outbox
4.4611	 3.0483	 forward-outbox
4.4925	 2.7683	 forward-outbox
4.4925	 2.7994	 forward-outbox
4.4925	 2.8305	 forward-outbox
4.4925	 2.8616	 forward-outbox
4.4925	 2.8928	 forward-outbox
4.4925	 2.9239	 forward-outbox
4.4925	 2.9550	 forward-outbox
4.4925	 2.9861	 forward-outbox
4.4925	 3.0483	 forward-outbox
4.5239	 2.7683	 forward-outbox
4.5239	 2.7994	 forward-outbox
4.5239	 2.8305	 forward-outbox
4.5239	 2.8616	 forward-outbox
4.5239	 2.8928	 forward-outbox
4.5239	 2.9239	 forward-outbox
4.5239	 2.9550	 forward-outbox
4.5239	 2.9861	 forward-outbox
4.5239	 3.0483	 forward-outbox
4.5553	 2.7683	 forward-outbox
4.5553	 2.7994	 forward-outbox
4.5553	 2.8305	 forward-outbox
4.5553	 2.8616	 forward-outbox
4.5553	 2.8928	 forward-outbox
4.5553	 2.9239	 forward-outbox
4.5553	 2.9550	 forward-outbox
4.5553	 2.9861	 forward-outbox
4.5553	 3.0483	 forward-outbox
4.5867	 2.7683	 forward-outbox
4.5867	 2.7994	 forward-outbox
4.5867	 2.8305	 forward-outbox
4.5867	 2.8616	 forward-outbox
4.5867	 2.8928	 forward-outbox
4.5867	 2.9239	 forward-outbox
4.5867	 2.9550	 forward-outbox
4.5867	 2.9861	 forward-outbox
4.6181	 2.7994	 forward-outbox
4.6181	 2.8305	 forward-outbox
4.6181	 2.8616	 forward-outbox
4.6181	 2.8928	 forward-outbox
4.6181	 2.9239	 forward-outbox
4.6181	 2.9550	 forward-outbox
4.6181	 2.9861	 forward-outbox
4.6496	 2.7994	 forward-outbox
4.6496	 2.8305	 forward-outbox
4.6496	 2.8616	 forward-outbox
4.6496	 2.8928	 forward-outbox
4.6496	 2.9239	 forward-outbox
4.6496	 2.9550	 forward-outbox
4.6496	 2.9861	 forward-outbox
4.6810	 2.7994	 forward-outbox
4.6810	 2.8305	 forward-outbox
4.6810	 2.8616	 forward-outbox
4.6810	 2.8928	 forward-outbox
4.6810	 2.9239	 forward-outbox
4.6810	 2.9550	 forward-outbox
4.6810	 2.9861	 forward-outbox
4.7124	 2.7994	 forward-outbox
4.7124	 2.8305	 forward-outbox
4.7124	 2.8616	 forward-outbox
4.7124	 2.8928	 forward-outbox
4.7124	 2.9239	 forward-outbox
4.7124	 2.9550	 forward-outbox
4.7124	 2.9861	 forward-outbox
4.7438	 2.7994	 forward-outbox
4.7438	 2.8305	 forward-outbox
4.7438	 2.8616	 forward-outbox
4.7438	 2.8928	 forward-outbox
4.7438	 2.9239	 forward-outbox
4.7438	 2.9550	 forward-outbox
4.7438	 2.9861	 forward-outbox
4.7752	 2.8305	 forward-outbox
4.7752	 2.8616	 forward-outbox
4.7752	 2.8928	 forward-outbox
4.7752	 2.9239	 forward-outbox
4.7752	 2.9550	 forward-outbox
4.7752	 2.9861	 forward-outbox
4.8066	 2.8305	 forward-outbox
4.8066	 2.8616	 forward-outbox
4.8066	 2.8928	 forward-outbox
4.8066	 2.9239	 forward-outbox
4.8066	 2.9550	 forward-outbox
4.8381	 2.8305	 forward-outbox
4.8381	 2.8616	 forward-outbox
4.8381	 2.8928	 forward-outbox
4.8381	 2.9239	 forward-outbox
4.8381	 2.9550	 forward-outbox
4.8695	 2.8305	 forward-outbox
4.8695	 2.8616	 forward-outbox
4.8695	 2.8928	 forward-outbox
4.8695	 2.9239	 forward-outbox
4.8695	 2.9550	 forward-outbox
4.9009	 2.8305	 forward-outbox
4.9009	 2.8616	 forward-outbox
4.9009	 2.8928	 forward-outbox
4.9009	 2.9239	 forward-outbox
4.9009	 2.9550	 forward-outbox
4.9323	 2.8616	 forward-outbox
4.9323	 2.8928	 forward-outbox
4.9323	 2.9239	 forward-outbox
4.9323	 2.9550	 forward-outbox
4.9637	 2.8616	 forward-outbox
4.9637	 2.8928	 forward-outbox
4.9637	 2.9239	 forward-outbox
4.9637	 2.9550	 forward-outbox
4.9951	 2.8616	 forward-outbox
4.9951	 2.8928	 forward-outbox
4.9951	 2.9239	 forward-outbox
4.9951	 2.9550	 forward-outbox
5.0265	 2.8616	 forward-outbox
5.0265	 2.8928	 forward-outbox
5.0265	 2.9239	 forward-outbox
5.0265	 2.9550	 forward-outbox
5.0580	 2.8616	 forward-outbox
5.0580	 2.8928	 forward-outbox
5.0580	 2.9239	 forward-outbox
5.0580	 2.9550	 forward-outbox
5.0894	 2.8616	 forward-outbox
5.0894	 2.8928	 forward-outbox
5.0894	 2.9239	 forward-outbox
5.0894	 2.9550	 forward-outbox
5.1208	 2.8616	 forward-outbox
5.1208	 2.8928	 forward-outbox
5.1208	 2.9239	 forward-outbox
5.1208	 2.9550	 forward-outbox
5.1522	 2.8616	 forward-outbox
5.1522	 2.8928	 forward-outbox
5.1522	 2.9239	 forward-outbox
5.1522	 2.9550	 forward-outbox
5.1836	 2.8616	 forward-outbox
5.1836	 2.8928	 forward-outbox
5.1836	 2.9239	 forward-outbox
5.1836	 2.9550	 forward-outbox
5.2150	 2.8616	 forward-outbox
5.2150	 2.8928	 forward-outbox
5.2150	 2.9239	 forward-outbox
5.2150	 2.9550	 forward-outbox
5.2465	 2.8616	 forward-outbox
5.2465	 2.8928	 forward-outbox
5.2465	 2.9239	 forward-outbox
5.2465	 2.9550	 forward-outbox
5.2779	 2.8616	 forward-outbox
5.2779	 2.8928	 forward-outbox
5.2779	 2.9239	 forward-outbox
5.2779	 2.9550	 forward-outbox
5.3093	 2.8616	 forward-outbox
5.3093	 2.8928	 forward-outbox
5.3093	 2.9239	 forward-outbox
5.3407	 2.8616	 forward-outbox
5.3407	 2.8928	 forward-outbox
5.3407	 2.9239	 forward-outbox
5.3721	 2.8305	 forward-outbox
5.3721	 2.8616	 forward-outbox
5.3721	 2.8928	 forward-outbox
5.3721	 2.9239	 forward-outbox
5.4035	 2.8305	 forward-outbox
5.4035	 2.8616	 forward-outbox
5.4035	 2.8928	 forward-outbox
5.4035	 2.9239	 forward-outbox
5.4350	 2.8305	 forward-outbox
5.4350	 2.8616	 forward-outbox
5.4350	 2.8928	 forward-outbox
5.4350	 2.9239	 forward-outbox
5.4664	 2.8305	 forward-outbox
5.4664	 2.8616	 forward-outbox
5.4664	 2.8928	 forward-outbox
5.4978	 2.8305	 forward-outbox
5.4978	 2.8616	 forward-outbox
5.4978	 2.8928	 forward-outbox
5.5292	 2.8305	 forward-outbox
5.5292	 2.8616	 forward-outbox
5.5292	 2.8928	 forward-outbox
5.5606	 2.8305	 forward-outbox
5.5606	 2.8616	 forward-outbox
5.5606	 2.8928	 forward-outbox
5.5920	 2.8305	 forward-outbox
5.5920	 2.8616	 forward-outbox
5.6235	 2.8305	 forward-outbox
5.6235	 2.8616	 forward-outbox
5.6549	 2.8305	 forward-outbox
