# sen(phi)	 cos(phi)	 cos(theta)	 Jpar[nA/m2]
-0.2028	-0.9792	0.3010	-1.7636
-0.2324	-0.9726	-0.2929	69.7783
-0.2324	-0.9726	-0.2654	67.2392
-0.2324	-0.9726	-0.2373	63.5577
-0.2324	-0.9726	-0.2086	58.8866
-0.2324	-0.9726	-0.1794	53.2443
-0.2324	-0.9726	-0.1496	46.6652
-0.2324	-0.9726	-0.1195	39.3527
-0.2324	-0.9726	-0.0890	31.6751
-0.2324	-0.9726	-0.0583	24.1603
-0.2324	-0.9726	-0.0274	17.3449
-0.2324	-0.9726	0.0036	11.6311
-0.2324	-0.9726	0.0346	7.2356
-0.2324	-0.9726	0.0655	4.1428
-0.2324	-0.9726	0.0961	2.1383
-0.2324	-0.9726	0.1266	0.8745
-0.2324	-0.9726	0.1566	-0.0440
-0.2324	-0.9726	0.1862	-0.9173
-0.2324	-0.9726	0.2154	-1.8313
-0.2324	-0.9726	0.2439	-2.6320
-0.2324	-0.9726	0.2719	-2.9951
-0.2324	-0.9726	0.2992	-2.5051
-0.2614	-0.9652	-0.2636	67.0341
-0.2614	-0.9652	-0.2356	63.5755
-0.2614	-0.9652	-0.2071	59.0787
-0.2614	-0.9652	-0.1781	53.4675
-0.2614	-0.9652	-0.1485	46.8032
-0.2614	-0.9652	-0.1186	39.3610
-0.2614	-0.9652	-0.0883	31.5661
-0.2614	-0.9652	-0.0578	23.9989
-0.2614	-0.9652	-0.0272	17.1818
-0.2614	-0.9652	0.0036	11.4817
-0.2614	-0.9652	0.0343	7.1125
-0.2614	-0.9652	0.0650	4.0576
-0.2614	-0.9652	0.0954	2.0967
-0.2614	-0.9652	0.1256	0.8662
-0.2614	-0.9652	0.1555	-0.0498
-0.2614	-0.9652	0.1849	-0.9717
-0.2614	-0.9652	0.2138	-1.9946
-0.2614	-0.9652	0.2422	-2.9517
-0.2614	-0.9652	0.2700	-3.4943
-0.2897	-0.9571	-0.2338	62.5146
-0.2897	-0.9571	-0.2054	58.3074
-0.2897	-0.9571	-0.1766	52.8704
-0.2897	-0.9571	-0.1473	46.2613
-0.2897	-0.9571	-0.1176	38.8151
-0.2897	-0.9571	-0.0876	31.0438
-0.2897	-0.9571	-0.0573	23.5648
-0.2897	-0.9571	-0.0269	16.8713
-0.2897	-0.9571	0.0036	11.2850
-0.2897	-0.9571	0.0340	7.0039
-0.2897	-0.9571	0.0644	4.0135
-0.2897	-0.9571	0.0946	2.0993
-0.2897	-0.9571	0.1246	0.8822
-0.2897	-0.9571	0.1542	-0.0580
-0.2897	-0.9571	0.1834	-1.0383
-0.2897	-0.9571	0.2121	-2.1517
-0.2897	-0.9571	0.2403	-3.2163
-0.3173	-0.9483	-0.2036	56.4927
-0.3173	-0.9483	-0.1750	51.2348
-0.3173	-0.9483	-0.1460	44.7214
-0.3173	-0.9483	-0.1165	37.3828
-0.3173	-0.9483	-0.0868	29.8095
-0.3173	-0.9483	-0.0568	22.5911
-0.3173	-0.9483	-0.0267	16.1867
-0.3173	-0.9483	0.0035	10.8597
-0.3173	-0.9483	0.0337	6.7715
-0.3173	-0.9483	0.0638	3.9128
-0.3173	-0.9483	0.0938	2.0753
-0.3173	-0.9483	0.1234	0.8844
-0.3173	-0.9483	0.1528	-0.0620
-0.3173	-0.9483	0.1818	-1.0653
-0.3173	-0.9483	0.2102	-2.2035
-0.3441	-0.9389	-0.1446	41.7149
-0.3441	-0.9389	-0.1154	34.5854
-0.3441	-0.9389	-0.0859	27.3943
-0.3441	-0.9389	-0.0563	20.6459
-0.3441	-0.9389	-0.0264	14.7335
-0.3441	-0.9389	0.0035	9.8653
-0.3441	-0.9389	0.0334	6.1451
-0.3441	-0.9389	0.0632	3.5511
-0.3441	-0.9389	0.0928	1.8837
-0.3441	-0.9389	0.1222	0.8027
-0.3441	-0.9389	0.1513	-0.0613
-0.3700	-0.9290	-0.0850	23.3545
-0.3700	-0.9290	-0.0557	17.2906
-0.3700	-0.9290	-0.0261	12.1030
-0.3700	-0.9290	0.0035	7.9325
-0.3700	-0.9290	0.0330	4.8087
-0.3700	-0.9290	0.0625	2.6808
0.2815	-0.9596	-0.0851	-0.9846
0.2815	-0.9596	-0.0557	-3.5312
0.2815	-0.9596	-0.0262	-5.3183
0.2815	-0.9596	0.0035	-6.1608
0.2815	-0.9596	0.0331	-6.1204
0.2815	-0.9596	0.0626	-5.3367
0.2815	-0.9596	0.0920	-3.9395
0.2539	-0.9672	-0.1443	7.8311
0.2539	-0.9672	-0.1152	4.7219
0.2539	-0.9672	-0.0858	1.2105
0.2539	-0.9672	-0.0562	-2.0152
0.2539	-0.9672	-0.0264	-4.4201
0.2539	-0.9672	0.0035	-5.7409
0.2539	-0.9672	0.0333	-6.0120
0.2539	-0.9672	0.0631	-5.3852
0.2539	-0.9672	0.0927	-4.0412
0.2539	-0.9672	0.1220	-2.1608
0.2539	-0.9672	0.1511	0.1205
0.2256	-0.9742	-0.1743	13.7773
0.2256	-0.9742	-0.1454	11.6743
0.2256	-0.9742	-0.1160	8.2144
0.2256	-0.9742	-0.0864	4.1407
0.2256	-0.9742	-0.0566	0.2708
0.2256	-0.9742	-0.0266	-2.7464
0.2256	-0.9742	0.0035	-4.5870
0.2256	-0.9742	0.0336	-5.2507
0.2256	-0.9742	0.0635	-4.9063
0.2256	-0.9742	0.0934	-3.7771
0.2256	-0.9742	0.1229	-2.0597
0.2256	-0.9742	0.1521	0.0952
0.2256	-0.9742	0.1810	2.5755
0.1968	-0.9804	-0.2040	17.8942
0.1968	-0.9804	-0.1754	17.8025
0.1968	-0.9804	-0.1463	15.7186
0.1968	-0.9804	-0.1168	12.0201
0.1968	-0.9804	-0.0870	7.4977
0.1968	-0.9804	-0.0569	3.0799
0.1968	-0.9804	-0.0267	-0.4942
0.1968	-0.9804	0.0035	-2.8504
0.1968	-0.9804	0.0338	-3.9584
0.1968	-0.9804	0.0640	-3.9950
0.1968	-0.9804	0.0939	-3.2018
0.1968	-0.9804	0.1237	-1.7931
0.1968	-0.9804	0.1531	0.0748
0.1968	-0.9804	0.1821	2.2836
0.1968	-0.9804	0.2106	4.7932
0.1674	-0.9859	-0.2334	19.0597
0.1674	-0.9859	-0.2051	21.2255
0.1674	-0.9859	-0.1763	21.4311
0.1674	-0.9859	-0.1471	19.4618
0.1674	-0.9859	-0.1174	15.6647
0.1674	-0.9859	-0.0874	10.8589
0.1674	-0.9859	-0.0572	6.0360
0.1674	-0.9859	-0.0269	1.9966
0.1674	-0.9859	0.0036	-0.8289
0.1674	-0.9859	0.0340	-2.3835
0.1674	-0.9859	0.0643	-2.8414
0.1674	-0.9859	0.0945	-2.4528
0.1674	-0.9859	0.1244	-1.4336
0.1674	-0.9859	0.1539	0.0582
0.1674	-0.9859	0.1831	1.9031
0.1674	-0.9859	0.2117	4.0495
0.1674	-0.9859	0.2399	6.5574
0.1376	-0.9905	-0.2622	17.6066
0.1376	-0.9905	-0.2344	21.3232
0.1376	-0.9905	-0.2060	23.7952
0.1376	-0.9905	-0.1771	24.2806
0.1376	-0.9905	-0.1477	22.5031
0.1376	-0.9905	-0.1179	18.7475
0.1376	-0.9905	-0.0878	13.8263
0.1376	-0.9905	-0.0575	8.7567
0.1376	-0.9905	-0.0270	4.3743
0.1376	-0.9905	0.0036	1.1586
0.1376	-0.9905	0.0341	-0.8002
0.1376	-0.9905	0.0646	-1.6647
0.1376	-0.9905	0.0949	-1.6806
0.1376	-0.9905	0.1249	-1.0594
0.1376	-0.9905	0.1546	0.0459
0.1376	-0.9905	0.1839	1.5144
0.1376	-0.9905	0.2127	3.2834
0.1376	-0.9905	0.2409	5.3940
0.1075	-0.9942	-0.2631	19.2183
0.1075	-0.9942	-0.2352	22.9615
0.1075	-0.9942	-0.2068	25.5592
0.1075	-0.9942	-0.1778	26.2573
0.1075	-0.9942	-0.1483	24.6975
0.1075	-0.9942	-0.1184	21.0777
0.1075	-0.9942	-0.0882	16.1673
0.1075	-0.9942	-0.0577	10.9807
0.1075	-0.9942	-0.0271	6.3779
0.1075	-0.9942	0.0036	2.8727
0.1075	-0.9942	0.0343	0.5832
0.1075	-0.9942	0.0648	-0.6305
0.1075	-0.9942	0.0953	-0.9983
0.1075	-0.9942	0.1254	-0.7268
0.1075	-0.9942	0.1552	0.0354
0.1075	-0.9942	0.1846	1.1715
0.1075	-0.9942	0.2135	2.6096
0.1075	-0.9942	0.2418	4.3685
0.1075	-0.9942	0.2695	6.5464
0.0770	-0.9970	-0.2638	20.8982
0.0770	-0.9970	-0.2359	24.3503
0.0770	-0.9970	-0.2073	26.8386
0.0770	-0.9970	-0.1782	27.6057
0.0770	-0.9970	-0.1487	26.2031
0.0770	-0.9970	-0.1187	22.7319
0.0770	-0.9970	-0.0884	17.8891
0.0770	-0.9970	-0.0579	12.6623
0.0770	-0.9970	-0.0272	7.9261
0.0770	-0.9970	0.0036	4.2186
0.0770	-0.9970	0.0344	1.6817
0.0770	-0.9970	0.0650	0.1976
0.0770	-0.9970	0.0955	-0.4490
0.0770	-0.9970	0.1257	-0.4582
0.0770	-0.9970	0.1556	0.0249
0.0770	-0.9970	0.1851	0.8900
0.0770	-0.9970	0.2140	2.0617
0.0770	-0.9970	0.2424	3.5357
0.0770	-0.9970	0.2702	5.3918
0.0463	-0.9989	-0.2916	20.3706
0.0463	-0.9989	-0.2643	23.2618
0.0463	-0.9989	-0.2363	26.0943
0.0463	-0.9989	-0.2077	28.1862
0.0463	-0.9989	-0.1786	28.7961
0.0463	-0.9989	-0.1490	27.4028
0.0463	-0.9989	-0.1189	24.0056
0.0463	-0.9989	-0.0886	19.2115
0.0463	-0.9989	-0.0580	13.9602
0.0463	-0.9989	-0.0272	9.1224
0.0463	-0.9989	0.0036	5.2573
0.0463	-0.9989	0.0344	2.5357
0.0463	-0.9989	0.0652	0.8480
0.0463	-0.9989	0.0957	-0.0135
0.0463	-0.9989	0.1260	-0.2422
0.0463	-0.9989	0.1559	0.0160
0.0463	-0.9989	0.1854	0.6539
0.0463	-0.9989	0.2144	1.5985
0.0463	-0.9989	0.2429	2.8389
0.0463	-0.9989	0.2707	4.4470
0.0154	-0.9999	-0.2919	24.9612
0.0154	-0.9999	-0.2645	26.8573
0.0154	-0.9999	-0.2365	28.7522
0.0154	-0.9999	-0.2079	30.1358
0.0154	-0.9999	-0.1787	30.3141
0.0154	-0.9999	-0.1491	28.7231
0.0154	-0.9999	-0.1191	25.2638
0.0154	-0.9999	-0.0887	20.4344
0.0154	-0.9999	-0.0581	15.1145
0.0154	-0.9999	-0.0273	10.1557
0.0154	-0.9999	0.0036	6.1324
0.0154	-0.9999	0.0345	3.2441
0.0154	-0.9999	0.0652	1.3884
0.0154	-0.9999	0.0958	0.3573
0.0154	-0.9999	0.1261	-0.0504
0.0154	-0.9999	0.1560	0.0087
0.0154	-0.9999	0.1856	0.4285
0.0154	-0.9999	0.2146	1.1498
0.0154	-0.9999	0.2431	2.1788
0.0154	-0.9999	0.2710	3.5941
-0.0154	-0.9999	-0.2919	31.1139
-0.0154	-0.9999	-0.2645	31.8636
-0.0154	-0.9999	-0.2365	32.5848
-0.0154	-0.9999	-0.2079	32.9877
-0.0154	-0.9999	-0.1787	32.4695
-0.0154	-0.9999	-0.1491	30.4533
-0.0154	-0.9999	-0.1191	26.7638
-0.0154	-0.9999	-0.0887	21.7832
-0.0154	-0.9999	-0.0581	16.3127
-0.0154	-0.9999	-0.0273	11.1832
-0.0154	-0.9999	0.0036	6.9721
-0.0154	-0.9999	0.0345	3.8994
-0.0154	-0.9999	0.0652	1.8831
-0.0154	-0.9999	0.0958	0.7060
-0.0154	-0.9999	0.1261	0.1375
-0.0154	-0.9999	0.1560	0.0012
-0.0154	-0.9999	0.1856	0.1939
-0.0154	-0.9999	0.2146	0.6792
-0.0154	-0.9999	0.2431	1.4955
-0.0154	-0.9999	0.2710	2.7454
-0.0463	-0.9989	-0.2916	38.3918
-0.0463	-0.9989	-0.2643	37.9862
-0.0463	-0.9989	-0.2363	37.4494
-0.0463	-0.9989	-0.2077	36.7069
-0.0463	-0.9989	-0.1786	35.2897
-0.0463	-0.9989	-0.1490	32.6500
-0.0463	-0.9989	-0.1189	28.5654
-0.0463	-0.9989	-0.0886	23.3129
-0.0463	-0.9989	-0.0580	17.6014
-0.0463	-0.9989	-0.0272	12.2482
-0.0463	-0.9989	0.0036	7.8200
-0.0463	-0.9989	0.0344	4.5433
-0.0463	-0.9989	0.0652	2.3583
-0.0463	-0.9989	0.0957	1.0384
-0.0463	-0.9989	0.1260	0.3178
-0.0463	-0.9989	0.1559	-0.0062
-0.0463	-0.9989	0.1854	-0.0378
-0.0463	-0.9989	0.2144	0.2094
-0.0463	-0.9989	0.2429	0.8100
-0.0463	-0.9989	0.2707	1.9066
-0.0770	-0.9970	-0.2638	44.5866
-0.0770	-0.9970	-0.2359	42.8652
-0.0770	-0.9970	-0.2073	40.9410
-0.0770	-0.9970	-0.1782	38.5162
-0.0770	-0.9970	-0.1487	35.1211
-0.0770	-0.9970	-0.1187	30.5091
-0.0770	-0.9970	-0.0884	24.8794
-0.0770	-0.9970	-0.0579	18.8695
-0.0770	-0.9970	-0.0272	13.2615
-0.0770	-0.9970	0.0036	8.6063
-0.0770	-0.9970	0.0344	5.1233
-0.0770	-0.9970	0.0650	2.7678
-0.0770	-0.9970	0.0955	1.3127
-0.0770	-0.9970	0.1257	0.4638
-0.0770	-0.9970	0.1556	-0.0132
-0.0770	-0.9970	0.1851	-0.2365
-0.0770	-0.9970	0.2140	-0.2039
-0.0770	-0.9970	0.2424	0.1972
-0.0770	-0.9970	0.2702	1.1602
-0.1075	-0.9942	-0.2631	50.8779
-0.1075	-0.9942	-0.2352	48.1463
-0.1075	-0.9942	-0.2068	45.1285
-0.1075	-0.9942	-0.1778	41.6938
-0.1075	-0.9942	-0.1483	37.4790
-0.1075	-0.9942	-0.1184	32.2572
-0.1075	-0.9942	-0.0882	26.2005
-0.1075	-0.9942	-0.0577	19.8940
-0.1075	-0.9942	-0.0271	14.0450
-0.1075	-0.9942	0.0036	9.1782
-0.1075	-0.9942	0.0343	5.5139
-0.1075	-0.9942	0.0648	3.0163
-0.1075	-0.9942	0.0953	1.4628
-0.1075	-0.9942	0.1254	0.5411
-0.1075	-0.9942	0.1552	-0.0190
-0.1075	-0.9942	0.1846	-0.3681
-0.1075	-0.9942	0.2135	-0.5007
-0.1075	-0.9942	0.2418	-0.2645
-0.1075	-0.9942	0.2695	0.5865
-0.1376	-0.9905	-0.2622	56.0808
-0.1376	-0.9905	-0.2344	52.5694
-0.1376	-0.9905	-0.2060	48.6495
-0.1376	-0.9905	-0.1771	44.3082
-0.1376	-0.9905	-0.1477	39.2969
-0.1376	-0.9905	-0.1179	33.4678
-0.1376	-0.9905	-0.0878	27.0094
-0.1376	-0.9905	-0.0575	20.4524
-0.1376	-0.9905	-0.0270	14.4200
-0.1376	-0.9905	0.0036	9.3923
-0.1376	-0.9905	0.0341	5.6055
-0.1376	-0.9905	0.0646	3.0299
-0.1376	-0.9905	0.0949	1.4462
-0.1376	-0.9905	0.1249	0.5327
-0.1376	-0.9905	0.1546	-0.0219
-0.1376	-0.9905	0.1839	-0.4135
-0.1376	-0.9905	0.2127	-0.6470
-0.1376	-0.9905	0.2409	-0.5396
-0.1674	-0.9859	-0.2334	55.5663
-0.1674	-0.9859	-0.2051	50.9938
-0.1674	-0.9859	-0.1763	45.9418
-0.1674	-0.9859	-0.1471	40.2717
-0.1674	-0.9859	-0.1174	33.9384
-0.1674	-0.9859	-0.0874	27.1658
-0.1674	-0.9859	-0.0572	20.4345
-0.1674	-0.9859	-0.0269	14.3020
-0.1674	-0.9859	0.0036	9.2054
-0.1674	-0.9859	0.0340	5.3817
-0.1674	-0.9859	0.0643	2.8133
-0.1674	-0.9859	0.0945	1.2810
-0.1674	-0.9859	0.1244	0.4530
-0.1674	-0.9859	0.1539	-0.0220
-0.1674	-0.9859	0.1831	-0.3872
-0.1674	-0.9859	0.2117	-0.6663
-0.1674	-0.9859	0.2399	-0.6735
-0.1968	-0.9804	-0.2040	51.8935
-0.1968	-0.9804	-0.1754	46.4074
-0.1968	-0.9804	-0.1463	40.3090
-0.1968	-0.9804	-0.1168	33.6466
-0.1968	-0.9804	-0.0870	26.6913
-0.1968	-0.9804	-0.0569	19.8985
-0.1968	-0.9804	-0.0267	13.7702
-0.1968	-0.9804	0.0035	8.7048
-0.1968	-0.9804	0.0338	4.9338
-0.1968	-0.9804	0.0640	2.4515
-0.1968	-0.9804	0.0939	1.0363
-0.1968	-0.9804	0.1237	0.3419
-0.1968	-0.9804	0.1531	-0.0186
-0.1968	-0.9804	0.1821	-0.3288
-0.1968	-0.9804	0.2106	-0.6361
-0.2256	-0.9742	-0.1743	45.7474
-0.2256	-0.9742	-0.1454	39.4986
-0.2256	-0.9742	-0.1160	32.7315
-0.2256	-0.9742	-0.0864	25.7486
-0.2256	-0.9742	-0.0566	19.0202
-0.2256	-0.9742	-0.0266	13.0030
-0.2256	-0.9742	0.0035	8.0554
-0.2256	-0.9742	0.0336	4.4063
-0.2256	-0.9742	0.0635	2.0612
-0.2256	-0.9742	0.0934	0.7929
-0.2256	-0.9742	0.1229	0.2399
-0.2256	-0.9742	0.1521	-0.0141
-0.2256	-0.9742	0.1810	-0.2857
-0.2539	-0.9672	-0.1443	37.9732
-0.2539	-0.9672	-0.1152	31.3302
-0.2539	-0.9672	-0.0858	24.4778
-0.2539	-0.9672	-0.0562	17.9283
-0.2539	-0.9672	-0.0264	12.1257
-0.2539	-0.9672	0.0035	7.3813
-0.2539	-0.9672	0.0333	3.9143
-0.2539	-0.9672	0.0631	1.7326
-0.2539	-0.9672	0.0927	0.6102
-0.2539	-0.9672	0.1220	0.1754
-0.2539	-0.9672	0.1511	-0.0124
-0.2815	-0.9596	-0.0851	22.7992
-0.2815	-0.9596	-0.0557	16.5669
-0.2815	-0.9596	-0.0262	11.1017
-0.2815	-0.9596	0.0035	6.6669
-0.2815	-0.9596	0.0331	3.4567
-0.2815	-0.9596	0.0626	1.4709
-0.2815	-0.9596	0.0920	0.4934
0.1626	-0.9867	-0.0556	1.9557
0.1626	-0.9867	-0.0261	-1.7664
0.1626	-0.9867	0.0034	-4.1436
0.1626	-0.9867	0.0330	-5.1362
0.1626	-0.9867	0.0624	-4.9402
0.1336	-0.9910	-0.1145	14.1997
0.1336	-0.9910	-0.0853	9.4598
0.1336	-0.9910	-0.0558	4.6559
0.1336	-0.9910	-0.0262	0.6419
0.1336	-0.9910	0.0035	-2.0982
0.1336	-0.9910	0.0331	-3.4877
0.1336	-0.9910	0.0627	-3.7101
0.1336	-0.9910	0.0921	-3.0352
0.1043	-0.9945	-0.1149	16.3788
0.1043	-0.9945	-0.0856	11.7300
0.1043	-0.9945	-0.0560	6.8725
0.1043	-0.9945	-0.0263	2.6820
0.1043	-0.9945	0.0035	-0.3215
0.1043	-0.9945	0.0332	-2.0323
0.1043	-0.9945	0.0629	-2.6102
0.1043	-0.9945	0.0925	-2.3032
0.1043	-0.9945	0.1217	-1.3507
0.0747	-0.9972	-0.1443	21.0977
0.0747	-0.9972	-0.1152	17.9338
0.0747	-0.9972	-0.0858	13.4232
0.0747	-0.9972	-0.0562	8.5692
0.0747	-0.9972	-0.0264	4.2707
0.0747	-0.9972	0.0035	1.0784
0.0747	-0.9972	0.0333	-0.8729
0.0747	-0.9972	0.0631	-1.7199
0.0747	-0.9972	0.0927	-1.7058
0.0747	-0.9972	0.1221	-1.0577
0.0747	-0.9972	0.1511	0.0557
0.0449	-0.9990	-0.1446	22.1881
0.0449	-0.9990	-0.1154	19.1615
0.0449	-0.9990	-0.0860	14.7419
0.0449	-0.9990	-0.0563	9.8868
0.0449	-0.9990	-0.0264	5.4986
