# cos(phi)	 cos(theta)	 Jpar[nA/m2]0.9911	-0.0261	-56.5145
0.9911	0.0034	-96.2825
0.9911	0.0329	-47.7332
0.9946	-0.0851	-121.6826
0.9946	-0.0557	-111.7289
0.9946	-0.0262	-80.5195
0.9946	0.0035	-26.2684
0.9946	0.0331	-4.7107
0.9946	0.0626	-36.3745
0.9946	0.0919	-37.3253
0.9972	-0.1146	-186.2574
0.9972	-0.0853	-206.9243
0.9972	-0.0558	-150.5491
0.9972	-0.0262	-24.4566
0.9972	0.0035	-11.1199
0.9972	0.0331	-10.5800
0.9972	0.0627	-11.9952
0.9972	0.0922	-0.1234
0.9990	-0.1148	-22.3448
0.9990	-0.0855	-44.4986
0.9990	-0.0559	-122.1897
0.9990	-0.0263	-40.9194
0.9990	0.0035	-1.5629
0.9990	0.0332	-2.2319
0.9990	0.0628	-6.6885
0.9990	0.0923	-3.0577
0.9990	0.1216	-18.7691
0.9999	-0.1149	-57.7611
0.9999	-0.0855	-128.0480
0.9999	-0.0560	-101.1122
0.9999	-0.0263	-11.7891
0.9999	0.0035	-12.2476
0.9999	0.0332	-0.8213
0.9999	0.0629	-37.3366
0.9999	0.0924	-14.0474
0.9999	0.1217	-58.0986
0.9999	-0.1149	-126.4045
0.9999	-0.0855	-63.4136
0.9999	-0.0560	-2.9416
0.9999	-0.0263	-28.8678
0.9999	0.0035	-25.5914
0.9999	0.0332	-1.5340
0.9999	0.0629	-13.6853
0.9999	0.0924	-11.1740
0.9999	0.1217	-6.1739
0.9990	-0.1148	-158.9360
0.9990	-0.0855	-197.7678
0.9990	-0.0559	-55.8959
0.9990	-0.0263	-122.1617
0.9990	0.0035	-65.6077
0.9990	0.0332	-113.6092
0.9990	0.0628	-20.9703
0.9990	0.0923	-43.9437
0.9990	0.1216	-7.0910
0.9972	-0.1146	-159.4087
0.9972	-0.0853	-213.2678
0.9972	-0.0558	-118.7141
0.9972	-0.0262	-335.0665
0.9972	0.0035	-134.4890
0.9972	0.0331	-82.0948
0.9972	0.0627	-34.7573
0.9972	0.0922	-24.4020
0.9946	-0.0851	-193.3864
0.9946	-0.0557	-42.1997
0.9946	-0.0262	-61.5015
0.9946	0.0035	-39.1031
0.9946	0.0331	-58.8528
0.9946	0.0626	-17.2085
0.9946	0.0919	-14.5932
0.9911	-0.0261	-12.8414
0.9911	0.0034	-13.9584
0.9911	0.0329	-11.0810
0.9676	-0.1146	-62.3495
0.9676	-0.0853	-70.8018
0.9676	-0.0558	-16.6546
0.9676	-0.0262	-21.4117
0.9676	0.0035	-10.0338
0.9676	0.0331	-23.3350
0.9676	0.0627	-31.7818
0.9676	0.0922	-6.4553
0.9745	-0.1445	-179.2666
0.9745	-0.1154	-25.3991
0.9745	-0.0859	-67.5073
0.9745	-0.0562	-47.5902
0.9745	-0.0264	-103.1121
0.9745	0.0035	-43.0101
0.9745	0.0334	-35.9823
0.9745	0.0632	-44.1912
0.9745	0.0928	-10.1443
0.9745	0.1222	-15.1380
0.9745	0.1513	-18.4041
0.9807	-0.1744	-20.0001
0.9807	-0.1454	-70.5478
0.9807	-0.1161	-64.4149
0.9807	-0.0865	-53.8844
0.9807	-0.0566	-30.7956
0.9807	-0.0266	-51.4611
0.9807	0.0035	-122.6175
0.9807	0.0336	-32.2561
0.9807	0.0636	-28.1996
0.9807	0.0934	-90.4094
0.9807	0.1230	-30.7513
0.9807	0.1522	-2.6734
0.9807	0.1811	-5.5861
0.9861	-0.2039	-42.6173
0.9861	-0.1753	-13.2559
0.9861	-0.1462	-8.6528
0.9861	-0.1167	-136.0972
0.9861	-0.0869	-114.6477
0.9861	-0.0569	-7.3924
0.9861	-0.0267	-45.0175
0.9861	0.0035	-11.7905
0.9861	0.0338	-12.4411
0.9861	0.0639	-0.5758
0.9861	0.0939	-29.0274
0.9861	0.1236	-37.7650
0.9861	0.1530	-5.5018
0.9861	0.1820	-4.0890
0.9861	0.2105	-39.6149
0.9906	-0.2331	-67.8138
0.9906	-0.2048	-39.8182
0.9906	-0.1761	-18.1108
0.9906	-0.1469	-75.8533
0.9906	-0.1172	-41.9246
0.9906	-0.0873	-55.5599
0.9906	-0.0572	-21.8436
0.9906	-0.0268	-4.1198
0.9906	0.0035	-9.7277
0.9906	0.0339	-7.1931
0.9906	0.0642	-55.4294
0.9906	0.0943	-32.9114
0.9906	0.1242	-13.0564
0.9906	0.1537	-40.3972
0.9906	0.1828	-1.6543
0.9906	0.2115	-10.9100
0.9906	0.2396	-2.2305
0.9943	-0.2339	-7.7093
0.9943	-0.2056	-2.7804
0.9943	-0.1767	-25.7741
0.9943	-0.1474	-36.4410
0.9943	-0.1177	-26.5240
0.9943	-0.0876	-48.0146
0.9943	-0.0574	-40.2107
0.9943	-0.0269	-45.4115
0.9943	0.0036	-25.3769
0.9943	0.0341	-21.1765
0.9943	0.0645	-17.9285
0.9943	0.0947	-7.0453
0.9943	0.1246	-0.2814
0.9943	0.1543	-0.2038
0.9943	0.1835	-0.0624
0.9943	0.2122	-0.4876
0.9943	0.2404	-3.6817
0.9971	-0.2623	-253.3529
0.9971	-0.2345	-173.0301
0.9971	-0.2061	-11.6244
0.9971	-0.1772	-54.8321
0.9971	-0.1478	-38.7035
0.9971	-0.1180	-68.0815
0.9971	-0.0879	-72.2363
0.9971	-0.0575	-68.7993
0.9971	-0.0270	-11.9190
0.9971	0.0036	-2.8439
0.9971	0.0342	-0.2875
0.9971	0.0646	-0.0856
0.9971	0.0949	-8.4394
0.9971	0.1250	-5.4848
0.9971	0.1547	-0.0000
0.9971	0.1840	-0.6553
0.9971	0.2128	-2.0629
0.9971	0.2411	-2.9431
0.9989	-0.2628	-152.4102
0.9989	-0.2349	-160.7867
0.9989	-0.2065	-12.9966
0.9989	-0.1775	-29.8399
0.9989	-0.1481	-58.1824
0.9989	-0.1182	-89.7913
0.9989	-0.0881	-35.8247
0.9989	-0.0576	-25.4484
0.9989	-0.0271	-16.5816
0.9989	0.0036	-1.4002
0.9989	0.0342	-0.8744
0.9989	0.0648	-6.1173
0.9989	0.0951	-9.3096
0.9989	0.1252	-1.5944
0.9989	0.1550	-10.0463
0.9989	0.1843	-0.9021
0.9989	0.2132	-3.5672
0.9989	0.2415	-0.6472
0.9989	0.2692	-0.3460
0.9999	-0.2630	-45.0079
0.9999	-0.2351	-163.3440
0.9999	-0.2067	-114.8201
0.9999	-0.1777	-60.1391
0.9999	-0.1482	-26.9628
0.9999	-0.1183	-96.3683
0.9999	-0.0881	-4.3081
0.9999	-0.0577	-0.4467
0.9999	-0.0271	-14.7824
0.9999	0.0036	-0.6396
0.9999	0.0342	-83.0743
0.9999	0.0648	-6.2719
0.9999	0.0952	-21.8459
0.9999	0.1253	-36.8397
0.9999	0.1551	-33.0189
0.9999	0.1845	-20.5353
0.9999	0.2134	-26.5071
0.9999	0.2417	-7.5462
0.9999	0.2694	-6.8592
0.9999	-0.2630	-11.3141
0.9999	-0.2351	-26.8929
0.9999	-0.2067	-195.8186
0.9999	-0.1777	-129.6588
0.9999	-0.1482	-30.9593
0.9999	-0.1183	-0.4340
0.9999	-0.0881	-3.1708
0.9999	-0.0577	-39.1007
0.9999	-0.0271	-17.4405
0.9999	0.0036	-4.2114
0.9999	0.0342	-64.8642
0.9999	0.0648	-26.7911
0.9999	0.0952	-11.3372
0.9999	0.1253	-103.3499
0.9999	0.1551	-52.8437
0.9999	0.1845	-8.2664
0.9999	0.2134	-31.6583
0.9999	0.2417	-18.8309
0.9999	0.2694	-13.2334
0.9989	-0.2628	-73.8577
0.9989	-0.2349	-42.5720
0.9989	-0.2065	-83.5939
0.9989	-0.1775	-194.6504
0.9989	-0.1481	-146.5167
0.9989	-0.1182	-108.5385
0.9989	-0.0881	-74.1933
0.9989	-0.0576	-44.4360
0.9989	-0.0271	-51.9969
0.9989	0.0036	-6.2602
0.9989	0.0342	-19.4773
0.9989	0.0648	-52.5985
0.9989	0.0951	-23.4311
0.9989	0.1252	-86.8318
0.9989	0.1550	-43.6323
0.9989	0.1843	-124.5630
0.9989	0.2132	-69.7460
0.9989	0.2415	-11.2358
0.9989	0.2692	-57.5084
0.9971	-0.2623	-209.6766
0.9971	-0.2345	-180.4477
0.9971	-0.2061	-53.7302
0.9971	-0.1772	-41.1058
0.9971	-0.1478	-85.5602
0.9971	-0.1180	-62.5011
0.9971	-0.0879	-49.9779
0.9971	-0.0575	-145.6560
0.9971	-0.0270	-57.9274
0.9971	0.0036	-20.9994
0.9971	0.0342	-19.9311
0.9971	0.0646	-66.6612
0.9971	0.0949	-39.2927
0.9971	0.1250	-31.4134
0.9971	0.1547	-2.8966
0.9971	0.1840	-74.7439
0.9971	0.2128	-18.2852
0.9971	0.2411	-44.5134
0.9943	-0.2339	-148.1301
0.9943	-0.2056	-11.9646
0.9943	-0.1767	-55.2494
0.9943	-0.1474	-194.9947
0.9943	-0.1177	-246.4919
0.9943	-0.0876	-235.2609
0.9943	-0.0574	-35.9255
0.9943	-0.0269	-22.4603
0.9943	0.0036	-13.2849
0.9943	0.0341	-64.6802
0.9943	0.0645	-76.9832
0.9943	0.0947	-25.7682
0.9943	0.1246	-23.4959
0.9943	0.1543	-15.7367
0.9943	0.1835	-16.7846
0.9943	0.2122	-8.9399
0.9943	0.2404	-18.8189
0.9906	-0.2331	-78.6850
0.9906	-0.2048	-23.6228
0.9906	-0.1761	-89.8050
0.9906	-0.1469	-82.9059
0.9906	-0.1172	-61.4867
0.9906	-0.0873	-18.8855
0.9906	-0.0572	-91.1788
0.9906	-0.0268	-102.0062
0.9906	0.0035	-5.9632
0.9906	0.0339	-9.1788
0.9906	0.0642	-35.9614
0.9906	0.0943	-4.2130
0.9906	0.1242	-1.5758
