6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26,6.9621e+26
1.3966e+27,1.3953e+27,1.3945e+27,1.3941e+27,1.3941e+27,1.3941e+27,1.3938e+27,1.393e+27,1.3931e+27,1.3936e+27,1.3936e+27,1.3935e+27,1.393e+27,1.3931e+27,1.3939e+27,1.3941e+27,1.3941e+27,1.394e+27,1.3949e+27,1.3961e+27,1.3982e+27,1.4147e+27,1.4293e+27,1.4143e+27,1.3981e+27,1.3959e+27,1.3949e+27,1.3946e+27,1.3943e+27,1.3939e+27,1.3936e+27,1.3934e+27,1.3933e+27,1.3935e+27,1.3936e+27,1.3936e+27,1.3931e+27,1.393e+27,1.3938e+27,1.3941e+27,1.3941e+27,1.3941e+27,1.3946e+27,1.3953e+27,1.3967e+27,1.405e+27,1.4214e+27,1.424e+27,1.4076e+27,1.3966e+27
2.855e+27,2.822e+27,2.801e+27,2.7969e+27,2.7955e+27,2.7947e+27,2.793e+27,2.7903e+27,2.7901e+27,2.7908e+27,2.7908e+27,2.7911e+27,2.7895e+27,2.7896e+27,2.7919e+27,2.793e+27,2.7937e+27,2.7947e+27,2.798e+27,2.8033e+27,2.8133e+27,2.8863e+27,2.953e+27,2.9155e+27,2.8702e+27,2.8355e+27,2.8048e+27,2.7997e+27,2.7968e+27,2.7944e+27,2.7925e+27,2.7912e+27,2.7906e+27,2.791e+27,2.7913e+27,2.7912e+27,2.7897e+27,2.7895e+27,2.7917e+27,2.793e+27,2.7938e+27,2.7949e+27,2.7968e+27,2.7999e+27,2.8063e+27,2.8429e+27,2.916e+27,2.9414e+27,2.8978e+27,2.855e+27
4.5311e+27,4.3955e+27,4.3013e+27,4.2491e+27,4.2179e+27,4.2102e+27,4.2053e+27,4.2e+27,4.1964e+27,4.1943e+27,4.1943e+27,4.1951e+27,4.1929e+27,4.1931e+27,4.1945e+27,4.1971e+27,4.2012e+27,4.2039e+27,4.2101e+27,4.2209e+27,4.2408e+27,4.347e+27,4.4855e+27,4.5785e+27,4.5843e+27,4.4441e+27,4.329e+27,4.272e+27,4.2257e+27,4.2148e+27,4.2063e+27,4.2001e+27,4.1966e+27,4.1961e+27,4.1959e+27,4.1959e+27,4.1937e+27,4.1929e+27,4.1942e+27,4.1971e+27,4.2014e+27,4.2042e+27,4.2085e+27,4.2158e+27,4.2286e+27,4.2826e+27,4.4053e+27,4.5297e+27,4.5879e+27,4.5311e+27
6.3206e+27,6.1349e+27,6.1317e+27,6.0445e+27,5.8315e+27,5.7186e+27,5.6983e+27,5.6843e+27,5.6711e+27,5.6656e+27,5.6664e+27,5.6637e+27,5.6578e+27,5.6588e+27,5.6636e+27,5.6718e+27,5.6822e+27,5.6892e+27,5.7095e+27,5.7889e+27,5.9179e+27,6.0856e+27,6.3248e+27,6.5326e+27,6.4358e+27,6.1499e+27,6.1294e+27,6.1375e+27,5.9064e+27,5.7412e+27,5.704e+27,5.6863e+27,5.678e+27,5.672e+27,5.6661e+27,5.6632e+27,5.6617e+27,5.6608e+27,5.6632e+27,5.6718e+27,5.6817e+27,5.6867e+27,5.7008e+27,5.7473e+27,5.8432e+27,5.9865e+27,6.1895e+27,6.4236e+27,6.5059e+27,6.3206e+27
8.1088e+27,7.7538e+27,7.8819e+27,7.8445e+27,7.4752e+27,7.2449e+27,7.2073e+27,7.1814e+27,7.1554e+27,7.1495e+27,7.1563e+27,7.1513e+27,7.1398e+27,7.1409e+27,7.1567e+27,7.1804e+27,7.2069e+27,7.2783e+27,7.3724e+27,7.4973e+27,7.7712e+27,8.149e+27,8.6467e+27,8.8895e+27,8.3749e+27,7.7489e+27,7.8128e+27,7.9863e+27,7.6255e+27,7.2834e+27,7.2137e+27,7.184e+27,7.1734e+27,7.1635e+27,7.154e+27,7.1477e+27,7.1457e+27,7.1453e+27,7.1553e+27,7.1778e+27,7.2005e+27,7.2382e+27,7.3238e+27,7.4346e+27,7.6091e+27,7.9256e+27,8.3705e+27,8.779e+27,8.7007e+27,8.1088e+27
1.0374e+28,9.6937e+27,9.5836e+27,9.5409e+27,9.331e+27,9.1939e+27,9.1679e+27,9.1608e+27,9.1547e+27,9.1713e+27,9.2303e+27,9.4234e+27,9.7325e+27,1.0012e+28,1.0476e+28,1.0955e+28,1.0781e+28,1.0565e+28,1.0777e+28,1.0753e+28,1.0667e+28,1.0894e+28,1.1371e+28,1.1525e+28,1.0778e+28,9.8362e+27,9.5746e+27,9.6305e+27,9.4314e+27,9.2243e+27,9.1701e+27,9.1603e+27,9.1684e+27,9.1792e+27,9.2118e+27,9.3172e+27,9.5533e+27,9.8558e+27,1.0225e+28,1.0711e+28,1.0921e+28,1.0702e+28,1.0654e+28,1.0782e+28,1.0716e+28,1.0745e+28,1.1099e+28,1.1475e+28,1.1248e+28,1.0374e+28
1.4055e+28,1.3402e+28,1.3138e+28,1.3059e+28,1.3016e+28,1.3012e+28,1.304e+28,1.3114e+28,1.3233e+28,1.3408e+28,1.3863e+28,1.5397e+28,1.7518e+28,1.9071e+28,2.0477e+28,2.1368e+28,2.036e+28,1.8541e+28,1.7977e+28,1.7702e+28,1.6668e+28,1.5838e+28,1.5605e+28,1.5238e+28,1.4428e+28,1.3628e+28,1.3206e+28,1.3093e+28,1.3054e+28,1.3036e+28,1.3044e+28,1.3115e+28,1.322e+28,1.3342e+28,1.3621e+28,1.4522e+28,1.6311e+28,1.8223e+28,1.9741e+28,2.0958e+28,2.1052e+28,1.9627e+28,1.826e+28,1.784e+28,1.7278e+28,1.6304e+28,1.572e+28,1.5474e+28,1.4917e+28,1.4055e+28
1.9669e+28,1.9247e+28,1.9109e+28,1.9083e+28,1.9095e+28,1.9205e+28,1.9421e+28,1.9949e+28,2.0843e+28,2.194e+28,2.4139e+28,2.8542e+28,3.3519e+28,3.7094e+28,3.8458e+28,3.7498e+28,3.4618e+28,3.0158e+28,2.7256e+28,2.6176e+28,2.415e+28,2.215e+28,2.1324e+28,2.0737e+28,1.9962e+28,1.9425e+28,1.9183e+28,1.9107e+28,1.913e+28,1.9222e+28,1.9389e+28,1.9752e+28,2.045e+28,2.1384e+28,2.2888e+28,2.6014e+28,3.0731e+28,3.519e+28,3.7881e+28,3.8271e+28,3.6425e+28,3.2759e+28,2.8826e+28,2.6692e+28,2.5316e+28,2.3302e+28,2.1763e+28,2.1066e+28,2.0393e+28,1.9669e+28
2.6024e+28,2.5823e+28,2.5861e+28,2.6293e+28,2.7047e+28,2.8181e+28,2.9573e+28,3.1064e+28,3.2856e+28,3.4608e+28,3.8127e+28,4.4301e+28,5.0084e+28,5.3988e+28,5.4233e+28,5.1371e+28,4.7828e+28,4.2242e+28,3.6955e+28,3.3795e+28,3.0563e+28,2.8025e+28,2.7048e+28,2.6636e+28,2.6236e+28,2.5978e+28,2.5911e+28,2.6094e+28,2.6674e+28,2.7647e+28,2.8936e+28,3.0394e+28,3.2009e+28,3.3716e+28,3.611e+28,4.0744e+28,4.6881e+28,5.1959e+28,5.4357e+28,5.3235e+28,5.0122e+28,4.5784e+28,4.0029e+28,3.5364e+28,3.2133e+28,2.9261e+28,2.7515e+28,2.6837e+28,2.6404e+28,2.6024e+28
