# time[min]	 x[di]	 y[di]	 z[di]
-334.683333	 206.223442	 -207.613557	 99.671998
-334.516667	 206.138743	 -207.494753	 99.637797
-334.350000	 206.054046	 -207.375949	 99.603596
-334.183333	 205.969351	 -207.257142	 99.569395
-334.016667	 205.884658	 -207.138334	 99.535194
-333.850000	 205.799966	 -207.019525	 99.500993
-333.683333	 205.715276	 -206.900713	 99.466791
-333.516667	 205.630588	 -206.781900	 99.432590
-333.350000	 205.545902	 -206.663086	 99.398389
-333.183333	 205.461218	 -206.544270	 99.364187
-333.016667	 205.376536	 -206.425452	 99.329986
-332.850000	 205.291855	 -206.306633	 99.295784
-332.683333	 205.207177	 -206.187812	 99.261583
-332.516667	 205.122500	 -206.068989	 99.227381
-332.350000	 205.037825	 -205.950165	 99.193179
-332.183333	 204.953152	 -205.831339	 99.158977
-332.016667	 204.868481	 -205.712512	 99.124776
-331.850000	 204.783811	 -205.593683	 99.090574
-331.683333	 204.699144	 -205.474852	 99.056372
-331.516667	 204.614478	 -205.356020	 99.022170
-331.350000	 204.529814	 -205.237186	 98.987967
-331.183333	 204.445152	 -205.118350	 98.953765
-331.016667	 204.360492	 -204.999513	 98.919563
-330.850000	 204.275833	 -204.880674	 98.885361
-330.683333	 204.191177	 -204.761834	 98.851158
-330.516667	 204.106522	 -204.642992	 98.816956
-330.350000	 204.021869	 -204.524148	 98.782753
-330.183333	 203.937218	 -204.405303	 98.748551
-330.016667	 203.852569	 -204.286456	 98.714348
-329.850000	 203.767922	 -204.167607	 98.680145
-329.683333	 203.683276	 -204.048757	 98.645943
-329.516667	 203.598633	 -203.929905	 98.611740
-329.350000	 203.513991	 -203.811052	 98.577537
-329.183333	 203.429351	 -203.692197	 98.543334
-329.016667	 203.344713	 -203.573340	 98.509131
-328.850000	 203.260077	 -203.454482	 98.474928
-328.683333	 203.175442	 -203.335622	 98.440724
-328.516667	 203.090810	 -203.216760	 98.406521
-328.350000	 203.006179	 -203.097897	 98.372318
-328.183333	 202.921550	 -202.979032	 98.338114
-328.016667	 202.836923	 -202.860166	 98.303911
-327.850000	 202.752298	 -202.741298	 98.269707
-327.683333	 202.667674	 -202.622428	 98.235504
-327.516667	 202.583053	 -202.503557	 98.201300
-327.350000	 202.498433	 -202.384684	 98.167096
-327.183333	 202.413815	 -202.265809	 98.132893
-327.016667	 202.329199	 -202.146933	 98.098689
-326.850000	 202.244585	 -202.028055	 98.064485
-326.683333	 202.159973	 -201.909176	 98.030281
-326.516667	 202.075362	 -201.790295	 97.996077
-326.350000	 201.990753	 -201.671412	 97.961873
-326.183333	 201.906147	 -201.552528	 97.927668
-326.016667	 201.821542	 -201.433642	 97.893464
-325.850000	 201.736939	 -201.314754	 97.859260
-325.683333	 201.652337	 -201.195865	 97.825055
-325.516667	 201.567738	 -201.076974	 97.790851
-325.350000	 201.483140	 -200.958082	 97.756646
-325.183333	 201.398544	 -200.839188	 97.722442
-325.016667	 201.313950	 -200.720292	 97.688237
-324.850000	 201.229358	 -200.601395	 97.654032
-324.683333	 201.144768	 -200.482496	 97.619828
-324.516667	 201.060180	 -200.363595	 97.585623
-324.350000	 200.975593	 -200.244693	 97.551418
-324.183333	 200.891008	 -200.125789	 97.517213
-324.016667	 200.806425	 -200.006883	 97.483008
-323.850000	 200.721844	 -199.887976	 97.448802
-323.683333	 200.637265	 -199.769068	 97.414597
-323.516667	 200.552687	 -199.650157	 97.380392
-323.350000	 200.468112	 -199.531245	 97.346187
-323.183333	 200.383538	 -199.412331	 97.311981
-323.016667	 200.298966	 -199.293416	 97.277776
-322.850000	 200.214396	 -199.174499	 97.243570
-322.683333	 200.129828	 -199.055581	 97.209364
-322.516667	 200.045262	 -198.936660	 97.175159
-322.350000	 199.960697	 -198.817739	 97.140953
-322.183333	 199.876134	 -198.698815	 97.106747
-322.016667	 199.791573	 -198.579890	 97.072541
-321.850000	 199.707014	 -198.460963	 97.038335
-321.683333	 199.622457	 -198.342035	 97.004129
-321.516667	 199.537902	 -198.223105	 96.969923
-321.350000	 199.453348	 -198.104173	 96.935717
-321.183333	 199.368796	 -197.985240	 96.901511
-321.016667	 199.284247	 -197.866305	 96.867304
-320.850000	 199.199698	 -197.747369	 96.833098
-320.683333	 199.115152	 -197.628431	 96.798891
-320.516667	 199.030608	 -197.509491	 96.764685
-320.350000	 198.946065	 -197.390549	 96.730478
-320.183333	 198.861525	 -197.271606	 96.696272
-320.016667	 198.776986	 -197.152661	 96.662065
-319.850000	 198.692449	 -197.033715	 96.627858
-319.683333	 198.607913	 -196.914767	 96.593651
-319.516667	 198.523380	 -196.795818	 96.559444
-319.350000	 198.438849	 -196.676866	 96.525237
-319.183333	 198.354319	 -196.557913	 96.491030
-319.016667	 198.269791	 -196.438959	 96.456823
-318.850000	 198.185265	 -196.320003	 96.422616
-318.683333	 198.100741	 -196.201045	 96.388408
-318.516667	 198.016218	 -196.082085	 96.354201
-318.350000	 197.931698	 -195.963124	 96.319994
-318.183333	 197.847179	 -195.844162	 96.285786
-318.016667	 197.762662	 -195.725197	 96.251578
-317.850000	 197.678147	 -195.606231	 96.217371
-317.683333	 197.593634	 -195.487264	 96.183163
-317.516667	 197.509122	 -195.368294	 96.148955
-317.350000	 197.424613	 -195.249323	 96.114747
-317.183333	 197.340105	 -195.130351	 96.080539
-317.016667	 197.255599	 -195.011377	 96.046331
-316.850000	 197.171095	 -194.892401	 96.012123
-316.683333	 197.086593	 -194.773423	 95.977915
-316.516667	 197.002092	 -194.654444	 95.943707
-316.350000	 196.917594	 -194.535463	 95.909499
-316.183333	 196.833097	 -194.416481	 95.875290
-316.016667	 196.748602	 -194.297497	 95.841082
-315.850000	 196.664109	 -194.178511	 95.806873
-315.683333	 196.579618	 -194.059524	 95.772665
-315.516667	 196.495128	 -193.940535	 95.738456
-315.350000	 196.410641	 -193.821544	 95.704247
-315.183333	 196.326155	 -193.702552	 95.670039
-315.016667	 196.241671	 -193.583558	 95.635830
-314.850000	 196.157189	 -193.464563	 95.601621
-314.683333	 196.072709	 -193.345566	 95.567412
-314.516667	 195.988230	 -193.226567	 95.533203
-314.350000	 195.903753	 -193.107566	 95.498993
-314.183333	 195.819279	 -192.988564	 95.464784
-314.016667	 195.734806	 -192.869560	 95.430575
-313.850000	 195.650335	 -192.750555	 95.396366
-313.683333	 195.565865	 -192.631548	 95.362156
-313.516667	 195.481398	 -192.512539	 95.327947
-313.350000	 195.396932	 -192.393529	 95.293737
-313.183333	 195.312468	 -192.274517	 95.259527
-313.016667	 195.228006	 -192.155503	 95.225318
-312.850000	 195.143546	 -192.036488	 95.191108
-312.683333	 195.059088	 -191.917471	 95.156898
-312.516667	 194.974631	 -191.798452	 95.122688
-312.350000	 194.890176	 -191.679432	 95.088478
-312.183333	 194.805723	 -191.560410	 95.054268
-312.016667	 194.721272	 -191.441387	 95.020058
-311.850000	 194.636823	 -191.322362	 94.985847
-311.683333	 194.552376	 -191.203335	 94.951637
-311.516667	 194.467930	 -191.084306	 94.917427
-311.350000	 194.383486	 -190.965276	 94.883216
-311.183333	 194.299044	 -190.846245	 94.849006
-311.016667	 194.214604	 -190.727211	 94.814795
-310.850000	 194.130166	 -190.608176	 94.780584
-310.683333	 194.045730	 -190.489139	 94.746374
-310.516667	 193.961295	 -190.370101	 94.712163
-310.350000	 193.876862	 -190.251061	 94.677952
-310.183333	 193.792431	 -190.132020	 94.643741
-310.016667	 193.708002	 -190.012976	 94.609530
-309.850000	 193.623575	 -189.893931	 94.575319
-309.683333	 193.539149	 -189.774885	 94.541107
-309.516667	 193.454725	 -189.655836	 94.506896
-309.350000	 193.370303	 -189.536787	 94.472685
-309.183333	 193.285883	 -189.417735	 94.438473
-309.016667	 193.201465	 -189.298682	 94.404262
-308.850000	 193.117049	 -189.179627	 94.370050
-308.683333	 193.032634	 -189.060570	 94.335839
-308.516667	 192.948221	 -188.941512	 94.301627
-308.350000	 192.863810	 -188.822452	 94.267415
-308.183333	 192.779401	 -188.703391	 94.233203
-308.016667	 192.694994	 -188.584328	 94.198991
-307.850000	 192.610588	 -188.465263	 94.164779
-307.683333	 192.526185	 -188.346197	 94.130567
-307.516667	 192.441783	 -188.227129	 94.096355
-307.350000	 192.357383	 -188.108059	 94.062143
-307.183333	 192.272985	 -187.988988	 94.027930
-307.016667	 192.188588	 -187.869915	 93.993718
-306.850000	 192.104194	 -187.750840	 93.959505
-306.683333	 192.019801	 -187.631763	 93.925293
-306.516667	 191.935410	 -187.512685	 93.891080
-306.350000	 191.851021	 -187.393606	 93.856868
-306.183333	 191.766634	 -187.274525	 93.822655
-306.016667	 191.682248	 -187.155442	 93.788442
-305.850000	 191.597865	 -187.036357	 93.754229
-305.683333	 191.513483	 -186.917271	 93.720016
-305.516667	 191.429103	 -186.798183	 93.685803
-305.350000	 191.344725	 -186.679093	 93.651590
-305.183333	 191.260348	 -186.560002	 93.617377
-305.016667	 191.175974	 -186.440909	 93.583163
-304.850000	 191.091601	 -186.321814	 93.548950
-304.683333	 191.007230	 -186.202718	 93.514736
-304.516667	 190.922861	 -186.083620	 93.480523
-304.350000	 190.838494	 -185.964521	 93.446309
-304.183333	 190.754128	 -185.845420	 93.412096
-304.016667	 190.669765	 -185.726317	 93.377882
-303.850000	 190.585403	 -185.607212	 93.343668
-303.683333	 190.501043	 -185.488106	 93.309454
-303.516667	 190.416685	 -185.368998	 93.275240
-303.350000	 190.332328	 -185.249889	 93.241026
-303.183333	 190.247974	 -185.130778	 93.206812
-303.016667	 190.163621	 -185.011665	 93.172598
-302.850000	 190.079270	 -184.892550	 93.138383
-302.683333	 189.994921	 -184.773434	 93.104169
-302.516667	 189.910574	 -184.654316	 93.069954
-302.350000	 189.826228	 -184.535197	 93.035740
-302.183333	 189.741884	 -184.416076	 93.001525
-302.016667	 189.657543	 -184.296953	 92.967311
-301.850000	 189.573202	 -184.177828	 92.933096
-301.683333	 189.488864	 -184.058702	 92.898881
-301.516667	 189.404528	 -183.939575	 92.864666
-301.350000	 189.320193	 -183.820445	 92.830451
-301.183333	 189.235860	 -183.701314	 92.796236
-301.016667	 189.151529	 -183.582181	 92.762021
-300.850000	 189.067200	 -183.463047	 92.727806
-300.683333	 188.982873	 -183.343911	 92.693590
-300.516667	 188.898547	 -183.224773	 92.659375
-300.350000	 188.814224	 -183.105634	 92.625159
-300.183333	 188.729902	 -182.986492	 92.590944
-300.016667	 188.645582	 -182.867350	 92.556728
-299.850000	 188.561263	 -182.748205	 92.522512
-299.683333	 188.476947	 -182.629059	 92.488297
-299.516667	 188.392632	 -182.509911	 92.454081
-299.350000	 188.308319	 -182.390762	 92.419865
-299.183333	 188.224008	 -182.271611	 92.385649
-299.016667	 188.139699	 -182.152458	 92.351433
-298.850000	 188.055392	 -182.033304	 92.317217
-298.683333	 187.971086	 -181.914148	 92.283000
-298.516667	 187.886782	 -181.794990	 92.248784
-298.350000	 187.802480	 -181.675831	 92.214568
-298.183333	 187.718180	 -181.556669	 92.180351
-298.016667	 187.633882	 -181.437507	 92.146135
-297.850000	 187.549585	 -181.318342	 92.111918
-297.683333	 187.465291	 -181.199176	 92.077701
-297.516667	 187.380998	 -181.080008	 92.043484
-297.350000	 187.296707	 -180.960839	 92.009267
-297.183333	 187.212417	 -180.841668	 91.975050
-297.016667	 187.128130	 -180.722495	 91.940833
-296.850000	 187.043844	 -180.603321	 91.906616
-296.683333	 186.959560	 -180.484144	 91.872399
-296.516667	 186.875278	 -180.364967	 91.838182
-296.350000	 186.790998	 -180.245787	 91.803964
-296.183333	 186.706719	 -180.126606	 91.769747
-296.016667	 186.622443	 -180.007423	 91.735529
-295.850000	 186.538168	 -179.888239	 91.701312
-295.683333	 186.453895	 -179.769053	 91.667094
-295.516667	 186.369624	 -179.649865	 91.632876
-295.350000	 186.285354	 -179.530675	 91.598658
-295.183333	 186.201087	 -179.411484	 91.564441
-295.016667	 186.116821	 -179.292291	 91.530223
-294.850000	 186.032557	 -179.173097	 91.496004
-294.683333	 185.948295	 -179.053901	 91.461786
-294.516667	 185.864034	 -178.934703	 91.427568
-294.350000	 185.779776	 -178.815503	 91.393350
-294.183333	 185.695519	 -178.696302	 91.359131
-294.016667	 185.611264	 -178.577099	 91.324913
-293.850000	 185.527011	 -178.457894	 91.290694
-293.683333	 185.442759	 -178.338688	 91.256476
-293.516667	 185.358510	 -178.219480	 91.222257
-293.350000	 185.274262	 -178.100271	 91.188038
-293.183333	 185.190016	 -177.981059	 91.153819
-293.016667	 185.105772	 -177.861846	 91.119600
-292.850000	 185.021530	 -177.742632	 91.085381
-292.683333	 184.937289	 -177.623416	 91.051162
-292.516667	 184.853050	 -177.504198	 91.016943
-292.350000	 184.768813	 -177.384978	 90.982723
-292.183333	 184.684578	 -177.265757	 90.948504
-292.016667	 184.600345	 -177.146534	 90.914284
-291.850000	 184.516113	 -177.027309	 90.880065
-291.683333	 184.431884	 -176.908082	 90.845845
-291.516667	 184.347656	 -176.788854	 90.811625
-291.350000	 184.263430	 -176.669625	 90.777406
-291.183333	 184.179205	 -176.550393	 90.743186
-291.016667	 184.094983	 -176.431160	 90.708966
-290.850000	 184.010762	 -176.311925	 90.674746
-290.683333	 183.926543	 -176.192689	 90.640526
-290.516667	 183.842326	 -176.073451	 90.606305
-290.350000	 183.758111	 -175.954211	 90.572085
-290.183333	 183.673897	 -175.834969	 90.537865
-290.016667	 183.589685	 -175.715726	 90.503644
-289.850000	 183.505476	 -175.596481	 90.469424
-289.683333	 183.421267	 -175.477235	 90.435203
-289.516667	 183.337061	 -175.357986	 90.400982
-289.350000	 183.252857	 -175.238737	 90.366761
-289.183333	 183.168654	 -175.119485	 90.332541
-289.016667	 183.084453	 -175.000232	 90.298320
-288.850000	 183.000254	 -174.880977	 90.264099
-288.683333	 182.916057	 -174.761720	 90.229877
-288.516667	 182.831861	 -174.642462	 90.195656
-288.350000	 182.747667	 -174.523202	 90.161435
-288.183333	 182.663475	 -174.403940	 90.127213
-288.016667	 182.579285	 -174.284676	 90.092992
-287.850000	 182.495097	 -174.165411	 90.058770
-287.683333	 182.410910	 -174.046145	 90.024549
-287.516667	 182.326726	 -173.926876	 89.990327
-287.350000	 182.242543	 -173.807606	 89.956105
-287.183333	 182.158362	 -173.688334	 89.921883
-287.016667	 182.074182	 -173.569061	 89.887661
-286.850000	 181.990005	 -173.449785	 89.853439
-286.683333	 181.905829	 -173.330508	 89.819217
-286.516667	 181.821655	 -173.211230	 89.784995
-286.350000	 181.737483	 -173.091950	 89.750773
-286.183333	 181.653312	 -172.972668	 89.716550
-286.016667	 181.569144	 -172.853384	 89.682328
-285.850000	 181.484977	 -172.734099	 89.648105
-285.683333	 181.400812	 -172.614811	 89.613882
-285.516667	 181.316649	 -172.495523	 89.579660
-285.350000	 181.232488	 -172.376232	 89.545437
-285.183333	 181.148328	 -172.256940	 89.511214
-285.016667	 181.064170	 -172.137646	 89.476991
-284.850000	 180.980014	 -172.018351	 89.442768
-284.683333	 180.895860	 -171.899054	 89.408545
-284.516667	 180.811707	 -171.779755	 89.374321
-284.350000	 180.727557	 -171.660454	 89.340098
-284.183333	 180.643408	 -171.541152	 89.305875
-284.016667	 180.559261	 -171.421848	 89.271651
-283.850000	 180.475116	 -171.302542	 89.237427
-283.683333	 180.390972	 -171.183235	 89.203204
-283.516667	 180.306831	 -171.063926	 89.168980
-283.350000	 180.222691	 -170.944615	 89.134756
-283.183333	 180.138553	 -170.825303	 89.100532
-283.016667	 180.054416	 -170.705988	 89.066308
-282.850000	 179.970282	 -170.586673	 89.032084
-282.683333	 179.886149	 -170.467355	 88.997860
-282.516667	 179.802018	 -170.348036	 88.963635
-282.350000	 179.717889	 -170.228715	 88.929411
-282.183333	 179.633762	 -170.109392	 88.895187
-282.016667	 179.549636	 -169.990068	 88.860962
-281.850000	 179.465512	 -169.870742	 88.826737
-281.683333	 179.381390	 -169.751414	 88.792513
-281.516667	 179.297270	 -169.632085	 88.758288
-281.350000	 179.213152	 -169.512754	 88.724063
-281.183333	 179.129035	 -169.393421	 88.689838
-281.016667	 179.044920	 -169.274086	 88.655613
-280.850000	 178.960807	 -169.154750	 88.621387
-280.683333	 178.876696	 -169.035412	 88.587162
-280.516667	 178.792586	 -168.916073	 88.552937
-280.350000	 178.708479	 -168.796731	 88.518711
-280.183333	 178.624373	 -168.677388	 88.484486
-280.016667	 178.540269	 -168.558043	 88.450260
-279.850000	 178.456166	 -168.438697	 88.416035
-279.683333	 178.372066	 -168.319349	 88.381809
-279.516667	 178.287967	 -168.199999	 88.347583
-279.350000	 178.203870	 -168.080647	 88.313357
-279.183333	 178.119775	 -167.961294	 88.279131
-279.016667	 178.035682	 -167.841939	 88.244905
-278.850000	 177.951590	 -167.722583	 88.210678
-278.683333	 177.867500	 -167.603224	 88.176452
-278.516667	 177.783412	 -167.483864	 88.142226
-278.350000	 177.699326	 -167.364502	 88.107999
-278.183333	 177.615241	 -167.245139	 88.073772
-278.016667	 177.531159	 -167.125774	 88.039546
-277.850000	 177.447078	 -167.006407	 88.005319
-277.683333	 177.362999	 -166.887038	 87.971092
-277.516667	 177.278921	 -166.767668	 87.936865
-277.350000	 177.194846	 -166.648296	 87.902638
-277.183333	 177.110772	 -166.528922	 87.868411
-277.016667	 177.026700	 -166.409547	 87.834184
-276.850000	 176.942630	 -166.290170	 87.799956
-276.683333	 176.858561	 -166.170791	 87.765729
-276.516667	 176.774495	 -166.051410	 87.731501
-276.350000	 176.690430	 -165.932028	 87.697274
-276.183333	 176.606367	 -165.812644	 87.663046
-276.016667	 176.522305	 -165.693259	 87.628818
-275.850000	 176.438246	 -165.573871	 87.594591
-275.683333	 176.354188	 -165.454482	 87.560363
-275.516667	 176.270132	 -165.335091	 87.526134
-275.350000	 176.186078	 -165.215699	 87.491906
-275.183333	 176.102025	 -165.096304	 87.457678
-275.016667	 176.017975	 -164.976909	 87.423450
-274.850000	 175.933926	 -164.857511	 87.389221
-274.683333	 175.849879	 -164.738112	 87.354993
-274.516667	 175.765834	 -164.618710	 87.320764
-274.350000	 175.681790	 -164.499308	 87.286536
-274.183333	 175.597748	 -164.379903	 87.252307
-274.016667	 175.513708	 -164.260497	 87.218078
-273.850000	 175.429670	 -164.141089	 87.183849
-273.683333	 175.345634	 -164.021679	 87.149620
-273.516667	 175.261599	 -163.902268	 87.115391
-273.350000	 175.177566	 -163.782855	 87.081161
-273.183333	 175.093535	 -163.663440	 87.046932
-273.016667	 175.009506	 -163.544024	 87.012703
-272.850000	 174.925478	 -163.424605	 86.978473
-272.683333	 174.841453	 -163.305185	 86.944244
-272.516667	 174.757429	 -163.185764	 86.910014
-272.350000	 174.673406	 -163.066340	 86.875784
-272.183333	 174.589386	 -162.946915	 86.841554
-272.016667	 174.505367	 -162.827488	 86.807324
-271.850000	 174.421350	 -162.708060	 86.773094
-271.683333	 174.337335	 -162.588630	 86.738864
-271.516667	 174.253322	 -162.469198	 86.704634
-271.350000	 174.169310	 -162.349764	 86.670403
-271.183333	 174.085301	 -162.230328	 86.636173
-271.016667	 174.001293	 -162.110891	 86.601942
-270.850000	 173.917286	 -161.991452	 86.567712
-270.683333	 173.833282	 -161.872012	 86.533481
-270.516667	 173.749279	 -161.752570	 86.499250
-270.350000	 173.665278	 -161.633126	 86.465019
-270.183333	 173.581279	 -161.513680	 86.430788
-270.016667	 173.497282	 -161.394232	 86.396557
-269.850000	 173.413286	 -161.274783	 86.362326
-269.683333	 173.329292	 -161.155332	 86.328094
-269.516667	 173.245300	 -161.035879	 86.293863
-269.350000	 173.161310	 -160.916425	 86.259631
-269.183333	 173.077321	 -160.796969	 86.225400
-269.016667	 172.993335	 -160.677511	 86.191168
-268.850000	 172.909350	 -160.558052	 86.156936
-268.683333	 172.825366	 -160.438590	 86.122704
-268.516667	 172.741385	 -160.319127	 86.088472
-268.350000	 172.657405	 -160.199663	 86.054240
-268.183333	 172.573427	 -160.080196	 86.020008
-268.016667	 172.489451	 -159.960728	 85.985776
-267.850000	 172.405477	 -159.841258	 85.951544
-267.683333	 172.321504	 -159.721786	 85.917311
-267.516667	 172.237533	 -159.602313	 85.883079
-267.350000	 172.153564	 -159.482838	 85.848846
-267.183333	 172.069597	 -159.363361	 85.814613
-267.016667	 171.985631	 -159.243882	 85.780380
-266.850000	 171.901667	 -159.124402	 85.746147
-266.683333	 171.817705	 -159.004920	 85.711914
-266.516667	 171.733745	 -158.885436	 85.677681
-266.350000	 171.649787	 -158.765951	 85.643448
-266.183333	 171.565830	 -158.646464	 85.609215
-266.016667	 171.481875	 -158.526975	 85.574981
-265.850000	 171.397922	 -158.407484	 85.540748
-265.683333	 171.313970	 -158.287992	 85.506514
-265.516667	 171.230021	 -158.168497	 85.472280
-265.350000	 171.146073	 -158.049002	 85.438047
-265.183333	 171.062127	 -157.929504	 85.403813
-265.016667	 170.978182	 -157.810005	 85.369579
-264.850000	 170.894240	 -157.690503	 85.335345
-264.683333	 170.810299	 -157.571001	 85.301110
-264.516667	 170.726360	 -157.451496	 85.266876
-264.350000	 170.642422	 -157.331990	 85.232642
-264.183333	 170.558487	 -157.212482	 85.198407
-264.016667	 170.474553	 -157.092972	 85.164173
-263.850000	 170.390621	 -156.973460	 85.129938
-263.683333	 170.306690	 -156.853947	 85.095703
-263.516667	 170.222762	 -156.734432	 85.061468
-263.350000	 170.138835	 -156.614915	 85.027233
-263.183333	 170.054910	 -156.495397	 84.992998
-263.016667	 169.970987	 -156.375877	 84.958763
-262.850000	 169.887065	 -156.256355	 84.924528
-262.683333	 169.803146	 -156.136831	 84.890292
-262.516667	 169.719228	 -156.017306	 84.856057
-262.350000	 169.635311	 -155.897778	 84.821821
-262.183333	 169.551397	 -155.778250	 84.787585
-262.016667	 169.467484	 -155.658719	 84.753350
-261.850000	 169.383573	 -155.539186	 84.719114
-261.683333	 169.299664	 -155.419652	 84.684878
-261.516667	 169.215757	 -155.300116	 84.650642
-261.350000	 169.131851	 -155.180579	 84.616405
-261.183333	 169.047947	 -155.061039	 84.582169
-261.016667	 168.964045	 -154.941498	 84.547933
-260.850000	 168.880144	 -154.821955	 84.513696
-260.683333	 168.796246	 -154.702411	 84.479460
-260.516667	 168.712349	 -154.582864	 84.445223
-260.350000	 168.628454	 -154.463316	 84.410986
-260.183333	 168.544560	 -154.343766	 84.376749
-260.016667	 168.460669	 -154.224215	 84.342512
-259.850000	 168.376779	 -154.104662	 84.308275
-259.683333	 168.292891	 -153.985106	 84.274038
-259.516667	 168.209004	 -153.865550	 84.239801
-259.350000	 168.125120	 -153.745991	 84.205563
-259.183333	 168.041237	 -153.626431	 84.171326
-259.016667	 167.957356	 -153.506868	 84.137088
-258.850000	 167.873476	 -153.387305	 84.102850
-258.683333	 167.789598	 -153.267739	 84.068613
-258.516667	 167.705723	 -153.148172	 84.034375
-258.350000	 167.621848	 -153.028603	 84.000137
-258.183333	 167.537976	 -152.909032	 83.965899
-258.016667	 167.454105	 -152.789459	 83.931660
-257.850000	 167.370237	 -152.669885	 83.897422
-257.683333	 167.286369	 -152.550309	 83.863184
-257.516667	 167.202504	 -152.430731	 83.828945
-257.350000	 167.118640	 -152.311151	 83.794706
-257.183333	 167.034779	 -152.191570	 83.760468
-257.016667	 166.950918	 -152.071987	 83.726229
-256.850000	 166.867060	 -151.952402	 83.691990
-256.683333	 166.783203	 -151.832815	 83.657751
-256.516667	 166.699348	 -151.713227	 83.623512
-256.350000	 166.615495	 -151.593637	 83.589272
-256.183333	 166.531644	 -151.474045	 83.555033
-256.016667	 166.447794	 -151.354451	 83.520794
-255.850000	 166.363946	 -151.234855	 83.486554
-255.683333	 166.280100	 -151.115258	 83.452314
-255.516667	 166.196256	 -150.995659	 83.418075
-255.350000	 166.112413	 -150.876059	 83.383835
-255.183333	 166.028572	 -150.756456	 83.349595
-255.016667	 165.944733	 -150.636852	 83.315355
-254.850000	 165.860895	 -150.517246	 83.281114
-254.683333	 165.777060	 -150.397638	 83.246874
-254.516667	 165.693226	 -150.278029	 83.212634
-254.350000	 165.609394	 -150.158417	 83.178393
-254.183333	 165.525563	 -150.038804	 83.144153
-254.016667	 165.441734	 -149.919189	 83.109912
-253.850000	 165.357907	 -149.799573	 83.075671
-253.683333	 165.274082	 -149.679955	 83.041430
-253.516667	 165.190259	 -149.560334	 83.007189
-253.350000	 165.106437	 -149.440713	 82.972948
-253.183333	 165.022617	 -149.321089	 82.938707
-253.016667	 164.938798	 -149.201464	 82.904465
-252.850000	 164.854982	 -149.081836	 82.870224
-252.683333	 164.771167	 -148.962207	 82.835982
-252.516667	 164.687354	 -148.842577	 82.801741
-252.350000	 164.603543	 -148.722944	 82.767499
-252.183333	 164.519733	 -148.603310	 82.733257
-252.016667	 164.435925	 -148.483674	 82.699015
-251.850000	 164.352119	 -148.364036	 82.664773
-251.683333	 164.268315	 -148.244397	 82.630530
-251.516667	 164.184512	 -148.124755	 82.596288
-251.350000	 164.100711	 -148.005112	 82.562046
-251.183333	 164.016912	 -147.885467	 82.527803
-251.016667	 163.933115	 -147.765821	 82.493561
-250.850000	 163.849319	 -147.646172	 82.459318
-250.683333	 163.765525	 -147.526522	 82.425075
-250.516667	 163.681733	 -147.406870	 82.390832
-250.350000	 163.597942	 -147.287217	 82.356589
-250.183333	 163.514153	 -147.167561	 82.322346
-250.016667	 163.430366	 -147.047904	 82.288102
-249.850000	 163.346581	 -146.928245	 82.253859
-249.683333	 163.262798	 -146.808584	 82.219615
-249.516667	 163.179016	 -146.688921	 82.185372
-249.350000	 163.095236	 -146.569257	 82.151128
-249.183333	 163.011457	 -146.449591	 82.116884
-249.016667	 162.927681	 -146.329923	 82.082640
-248.850000	 162.843906	 -146.210253	 82.048396
-248.683333	 162.760133	 -146.090582	 82.014152
-248.516667	 162.676361	 -145.970908	 81.979908
-248.350000	 162.592591	 -145.851233	 81.945663
-248.183333	 162.508823	 -145.731556	 81.911419
-248.016667	 162.425057	 -145.611878	 81.877174
-247.850000	 162.341293	 -145.492197	 81.842929
-247.683333	 162.257530	 -145.372515	 81.808685
-247.516667	 162.173769	 -145.252831	 81.774440
-247.350000	 162.090009	 -145.133146	 81.740195
-247.183333	 162.006252	 -145.013458	 81.705949
-247.016667	 161.922496	 -144.893769	 81.671704
-246.850000	 161.838742	 -144.774078	 81.637459
-246.683333	 161.754989	 -144.654385	 81.603213
-246.516667	 161.671239	 -144.534690	 81.568968
-246.350000	 161.587490	 -144.414994	 81.534722
-246.183333	 161.503742	 -144.295296	 81.500476
-246.016667	 161.419997	 -144.175596	 81.466230
-245.850000	 161.336253	 -144.055894	 81.431984
-245.683333	 161.252511	 -143.936190	 81.397738
-245.516667	 161.168771	 -143.816485	 81.363492
-245.350000	 161.085032	 -143.696778	 81.329245
-245.183333	 161.001295	 -143.577069	 81.294999
-245.016667	 160.917560	 -143.457358	 81.260752
-244.850000	 160.833827	 -143.337645	 81.226505
-244.683333	 160.750095	 -143.217931	 81.192258
-244.516667	 160.666365	 -143.098215	 81.158011
-244.350000	 160.582637	 -142.978497	 81.123764
-244.183333	 160.498910	 -142.858777	 81.089517
-244.016667	 160.415185	 -142.739056	 81.055270
-243.850000	 160.331462	 -142.619333	 81.021022
-243.683333	 160.247741	 -142.499607	 80.986775
-243.516667	 160.164021	 -142.379881	 80.952527
-243.350000	 160.080303	 -142.260152	 80.918279
-243.183333	 159.996587	 -142.140421	 80.884032
-243.016667	 159.912872	 -142.020689	 80.849784
-242.850000	 159.829159	 -141.900955	 80.815535
-242.683333	 159.745448	 -141.781219	 80.781287
-242.516667	 159.661739	 -141.661482	 80.747039
-242.350000	 159.578031	 -141.541742	 80.712790
-242.183333	 159.494325	 -141.422001	 80.678542
-242.016667	 159.410621	 -141.302258	 80.644293
-241.850000	 159.326919	 -141.182513	 80.610044
-241.683333	 159.243218	 -141.062766	 80.575795
