# time[min]	 x[di]	 y[di]	 z[di]
10.316667	 29.719383	 43.462304	 29.201570
10.483333	 29.596796	 43.568506	 29.184013
10.650000	 29.474265	 43.674545	 29.166514
10.816667	 29.351789	 43.780424	 29.149074
10.983333	 29.229367	 43.886149	 29.131690
11.150000	 29.107000	 43.991722	 29.114360
11.316667	 28.984688	 44.097148	 29.097083
11.483333	 28.862431	 44.202430	 29.079858
11.650000	 28.740228	 44.307572	 29.062682
11.816667	 28.618079	 44.412576	 29.045555
11.983333	 28.495984	 44.517447	 29.028475
12.150000	 28.373943	 44.622187	 29.011441
12.316667	 28.251955	 44.726799	 28.994451
12.483333	 28.130020	 44.831286	 28.977504
12.650000	 28.008138	 44.935651	 28.960600
12.816667	 27.886308	 45.039898	 28.943737
12.983333	 27.764531	 45.144027	 28.926913
13.150000	 27.642805	 45.248044	 28.910129
13.316667	 27.521130	 45.351949	 28.893382
13.483333	 27.399506	 45.455745	 28.876672
13.650000	 27.277933	 45.559435	 28.859998
13.816667	 27.156410	 45.663021	 28.843359
13.983333	 27.034936	 45.766505	 28.826754
14.150000	 26.913511	 45.869890	 28.810182
14.316667	 26.792136	 45.973177	 28.793642
14.483333	 26.670808	 46.076368	 28.777135
14.650000	 26.549529	 46.179467	 28.760657
14.816667	 26.428297	 46.282474	 28.744210
14.983333	 26.307112	 46.385391	 28.727793
15.150000	 26.185974	 46.488221	 28.711404
15.316667	 26.064882	 46.590965	 28.695042
15.483333	 25.943835	 46.693625	 28.678709
15.650000	 25.822834	 46.796202	 28.662401
15.816667	 25.701878	 46.898699	 28.646120
15.983333	 25.580966	 47.001116	 28.629865
16.150000	 25.460097	 47.103455	 28.613634
16.316667	 25.339273	 47.205719	 28.597427
16.483333	 25.218491	 47.307908	 28.581245
16.650000	 25.097752	 47.410023	 28.565085
16.816667	 24.977055	 47.512067	 28.548948
16.983333	 24.856400	 47.614040	 28.532834
17.150000	 24.735786	 47.715944	 28.516741
17.316667	 24.615213	 47.817781	 28.500670
17.483333	 24.494680	 47.919550	 28.484619
17.650000	 24.374188	 48.021255	 28.468589
17.816667	 24.253735	 48.122895	 28.452579
17.983333	 24.133322	 48.224473	 28.436588
18.150000	 24.012947	 48.325988	 28.420616
18.316667	 23.892611	 48.427443	 28.404663
18.483333	 23.772313	 48.528839	 28.388729
18.650000	 23.652052	 48.630175	 28.372812
18.816667	 23.531829	 48.731455	 28.356913
18.983333	 23.411643	 48.832678	 28.341032
19.150000	 23.291493	 48.933845	 28.325167
19.316667	 23.171379	 49.034958	 28.309319
19.483333	 23.051302	 49.136017	 28.293487
19.650000	 22.931259	 49.237023	 28.277671
19.816667	 22.811252	 49.337978	 28.261871
19.983333	 22.691279	 49.438882	 28.246086
20.150000	 22.571341	 49.539736	 28.230316
20.316667	 22.451437	 49.640540	 28.214561
20.483333	 22.331567	 49.741296	 28.198820
20.650000	 22.211729	 49.842004	 28.183094
20.816667	 22.091925	 49.942666	 28.167381
20.983333	 21.972154	 50.043281	 28.151682
21.150000	 21.852414	 50.143852	 28.135997
21.316667	 21.732707	 50.244377	 28.120325
21.483333	 21.613032	 50.344859	 28.104666
21.650000	 21.493387	 50.445297	 28.089020
21.816667	 21.373774	 50.545693	 28.073386
21.983333	 21.254192	 50.646046	 28.057765
22.150000	 21.134640	 50.746359	 28.042156
22.316667	 21.015118	 50.846631	 28.026558
22.483333	 20.895626	 50.946863	 28.010973
22.650000	 20.776164	 51.047056	 27.995399
22.816667	 20.656731	 51.147210	 27.979836
22.983333	 20.537327	 51.247326	 27.964284
23.150000	 20.417952	 51.347404	 27.948743
23.316667	 20.298605	 51.447445	 27.933213
23.483333	 20.179286	 51.547449	 27.917694
23.650000	 20.059995	 51.647418	 27.902184
23.816667	 19.940732	 51.747351	 27.886686
23.983333	 19.821496	 51.847250	 27.871197
24.150000	 19.702288	 51.947114	 27.855718
24.316667	 19.583106	 52.046944	 27.840249
24.483333	 19.463950	 52.146740	 27.824789
24.650000	 19.344822	 52.246504	 27.809339
24.816667	 19.225719	 52.346235	 27.793898
24.983333	 19.106642	 52.445934	 27.778467
25.150000	 18.987591	 52.545602	 27.763044
25.316667	 18.868565	 52.645238	 27.747630
25.483333	 18.749564	 52.744844	 27.732225
25.650000	 18.630589	 52.844419	 27.716829
25.816667	 18.511638	 52.943965	 27.701441
25.983333	 18.392711	 53.043481	 27.686061
26.150000	 18.273809	 53.142968	 27.670690
26.316667	 18.154931	 53.242427	 27.655327
26.483333	 18.036077	 53.341857	 27.639972
26.650000	 17.917246	 53.441259	 27.624624
26.816667	 17.798439	 53.540634	 27.609285
26.983333	 17.679655	 53.639982	 27.593953
27.150000	 17.560894	 53.739303	 27.578628
27.316667	 17.442156	 53.838597	 27.563311
27.483333	 17.323440	 53.937865	 27.548001
27.650000	 17.204747	 54.037108	 27.532699
27.816667	 17.086076	 54.136325	 27.517404
27.983333	 16.967427	 54.235517	 27.502115
28.150000	 16.848800	 54.334685	 27.486834
28.316667	 16.730195	 54.433828	 27.471559
28.483333	 16.611611	 54.532947	 27.456291
28.650000	 16.493049	 54.632042	 27.441030
28.816667	 16.374507	 54.731113	 27.425776
28.983333	 16.255987	 54.830161	 27.410527
29.150000	 16.137487	 54.929186	 27.395286
29.316667	 16.019008	 55.028189	 27.380050
29.483333	 15.900549	 55.127169	 27.364821
29.650000	 15.782111	 55.226127	 27.349598
29.816667	 15.663693	 55.325064	 27.334381
29.983333	 15.545294	 55.423979	 27.319170
30.150000	 15.426916	 55.522872	 27.303964
30.316667	 15.308557	 55.621744	 27.288765
30.483333	 15.190217	 55.720596	 27.273571
30.650000	 15.071897	 55.819427	 27.258383
30.816667	 14.953596	 55.918238	 27.243201
30.983333	 14.835314	 56.017029	 27.228024
31.150000	 14.717051	 56.115800	 27.212853
31.316667	 14.598806	 56.214551	 27.197687
31.483333	 14.480580	 56.313283	 27.182526
31.650000	 14.362373	 56.411996	 27.167371
31.816667	 14.244183	 56.510690	 27.152221
31.983333	 14.126012	 56.609365	 27.137076
32.150000	 14.007859	 56.708022	 27.121936
32.316667	 13.889723	 56.806661	 27.106801
32.483333	 13.771606	 56.905281	 27.091671
32.650000	 13.653506	 57.003884	 27.076546
32.816667	 13.535423	 57.102469	 27.061425
32.983333	 13.417358	 57.201037	 27.046310
33.150000	 13.299309	 57.299587	 27.031199
33.316667	 13.181278	 57.398121	 27.016093
33.483333	 13.063264	 57.496637	 27.000991
33.650000	 12.945267	 57.595137	 26.985895
33.816667	 12.827286	 57.693621	 26.970802
33.983333	 12.709322	 57.792088	 26.955714
34.150000	 12.591374	 57.890539	 26.940631
34.316667	 12.473443	 57.988974	 26.925552
34.483333	 12.355528	 58.087394	 26.910477
34.650000	 12.237629	 58.185798	 26.895406
34.816667	 12.119745	 58.284186	 26.880340
34.983333	 12.001878	 58.382559	 26.865278
35.150000	 11.884027	 58.480917	 26.850219
35.316667	 11.766191	 58.579261	 26.835165
35.483333	 11.648370	 58.677589	 26.820115
35.650000	 11.530565	 58.775903	 26.805069
35.816667	 11.412776	 58.874203	 26.790027
35.983333	 11.295001	 58.972488	 26.774989
36.150000	 11.177242	 59.070759	 26.759955
36.316667	 11.059497	 59.169016	 26.744924
36.483333	 10.941768	 59.267259	 26.729898
36.650000	 10.824053	 59.365489	 26.714875
36.816667	 10.706353	 59.463705	 26.699855
36.983333	 10.588668	 59.561907	 26.684840
37.150000	 10.470997	 59.660097	 26.669828
37.316667	 10.353340	 59.758273	 26.654819
37.483333	 10.235698	 59.856436	 26.639814
37.650000	 10.118070	 59.954587	 26.624813
37.816667	 10.000456	 60.052725	 26.609815
37.983333	 9.882856	 60.150850	 26.594821
38.150000	 9.765270	 60.248962	 26.579830
38.316667	 9.647698	 60.347063	 26.564842
38.483333	 9.530139	 60.445151	 26.549858
38.650000	 9.412594	 60.543227	 26.534877
38.816667	 9.295063	 60.641291	 26.519899
38.983333	 9.177545	 60.739343	 26.504924
39.150000	 9.060041	 60.837384	 26.489953
39.316667	 8.942550	 60.935413	 26.474985
39.483333	 8.825072	 61.033431	 26.460020
39.650000	 8.707607	 61.131437	 26.445058
39.816667	 8.590156	 61.229432	 26.430099
39.983333	 8.472717	 61.327415	 26.415143
40.150000	 8.355291	 61.425388	 26.400190
40.316667	 8.237878	 61.523350	 26.385240
40.483333	 8.120478	 61.621301	 26.370294
40.650000	 8.003090	 61.719241	 26.355350
40.816667	 7.885715	 61.817171	 26.340409
40.983333	 7.768352	 61.915090	 26.325471
41.150000	 7.651002	 62.012999	 26.310535
41.316667	 7.533664	 62.110897	 26.295603
41.483333	 7.416339	 62.208786	 26.280673
41.650000	 7.299026	 62.306664	 26.265747
41.816667	 7.181724	 62.404532	 26.250822
41.983333	 7.064435	 62.502390	 26.235901
42.150000	 6.947158	 62.600239	 26.220982
42.316667	 6.829893	 62.698078	 26.206066
42.483333	 6.712639	 62.795907	 26.191153
42.650000	 6.595398	 62.893726	 26.176242
42.816667	 6.478168	 62.991537	 26.161334
42.983333	 6.360949	 63.089337	 26.146429
43.150000	 6.243742	 63.187129	 26.131526
43.316667	 6.126547	 63.284911	 26.116625
43.483333	 6.009363	 63.382685	 26.101727
43.650000	 5.892191	 63.480449	 26.086832
43.816667	 5.775030	 63.578205	 26.071939
43.983333	 5.657880	 63.675951	 26.057048
44.150000	 5.540741	 63.773689	 26.042160
44.316667	 5.423613	 63.871418	 26.027275
44.483333	 5.306497	 63.969139	 26.012391
44.650000	 5.189391	 64.066851	 25.997510
44.816667	 5.072296	 64.164554	 25.982632
44.983333	 4.955213	 64.262250	 25.967755
45.150000	 4.838140	 64.359937	 25.952881
45.316667	 4.721077	 64.457616	 25.938010
45.483333	 4.604026	 64.555286	 25.923140
45.650000	 4.486985	 64.652949	 25.908273
45.816667	 4.369954	 64.750604	 25.893408
45.983333	 4.252934	 64.848251	 25.878545
46.150000	 4.135925	 64.945890	 25.863685
46.316667	 4.018926	 65.043521	 25.848826
46.483333	 3.901937	 65.141144	 25.833970
46.650000	 3.784959	 65.238760	 25.819116
46.816667	 3.667991	 65.336369	 25.804264
46.983333	 3.551033	 65.433970	 25.789414
47.150000	 3.434085	 65.531563	 25.774566
47.316667	 3.317147	 65.629149	 25.759721
47.483333	 3.200219	 65.726728	 25.744877
47.650000	 3.083302	 65.824300	 25.730035
47.816667	 2.966394	 65.921864	 25.715196
47.983333	 2.849496	 66.019422	 25.700358
48.150000	 2.732608	 66.116972	 25.685522
48.316667	 2.615729	 66.214516	 25.670689
48.483333	 2.498861	 66.312052	 25.655857
48.650000	 2.382002	 66.409582	 25.641027
48.816667	 2.265152	 66.507105	 25.626199
48.983333	 2.148312	 66.604621	 25.611373
49.150000	 2.031482	 66.702131	 25.596549
49.316667	 1.914661	 66.799634	 25.581727
49.483333	 1.797850	 66.897131	 25.566907
49.650000	 1.681048	 66.994621	 25.552088
49.816667	 1.564255	 67.092104	 25.537272
49.983333	 1.447472	 67.189582	 25.522457
50.150000	 1.330698	 67.287053	 25.507644
50.316667	 1.213933	 67.384518	 25.492832
50.483333	 1.097177	 67.481976	 25.478023
50.650000	 0.980430	 67.579429	 25.463215
50.816667	 0.863693	 67.676875	 25.448409
50.983333	 0.746964	 67.774315	 25.433605
51.150000	 0.630245	 67.871750	 25.418803
51.316667	 0.513534	 67.969178	 25.404002
51.483333	 0.396832	 68.066601	 25.389203
51.650000	 0.280139	 68.164018	 25.374405
51.816667	 0.163455	 68.261429	 25.359610
51.983333	 0.046780	 68.358834	 25.344816
52.150000	 -0.069887	 68.456234	 25.330023
52.316667	 -0.186545	 68.553628	 25.315232
52.483333	 -0.303194	 68.651016	 25.300443
52.650000	 -0.419835	 68.748399	 25.285656
52.816667	 -0.536467	 68.845777	 25.270870
52.983333	 -0.653090	 68.943149	 25.256085
53.150000	 -0.769705	 69.040515	 25.241303
53.316667	 -0.886312	 69.137877	 25.226521
53.483333	 -1.002910	 69.235233	 25.211742
53.650000	 -1.119500	 69.332583	 25.196964
53.816667	 -1.236082	 69.429929	 25.182187
53.983333	 -1.352655	 69.527269	 25.167412
54.150000	 -1.469220	 69.624605	 25.152639
54.316667	 -1.585776	 69.721935	 25.137867
54.483333	 -1.702325	 69.819260	 25.123096
54.650000	 -1.818865	 69.916581	 25.108327
54.816667	 -1.935398	 70.013896	 25.093559
54.983333	 -2.051922	 70.111207	 25.078793
55.150000	 -2.168438	 70.208512	 25.064029
55.316667	 -2.284946	 70.305813	 25.049265
55.483333	 -2.401446	 70.403109	 25.034504
55.650000	 -2.517938	 70.500400	 25.019743
55.816667	 -2.634423	 70.597687	 25.004984
55.983333	 -2.750899	 70.694969	 24.990227
56.150000	 -2.867368	 70.792247	 24.975471
56.316667	 -2.983828	 70.889519	 24.960716
56.483333	 -3.100281	 70.986788	 24.945962
56.650000	 -3.216727	 71.084052	 24.931210
56.816667	 -3.333164	 71.181311	 24.916460
56.983333	 -3.449594	 71.278566	 24.901710
57.150000	 -3.566016	 71.375817	 24.886962
57.316667	 -3.682431	 71.473063	 24.872216
57.483333	 -3.798838	 71.570305	 24.857470
57.650000	 -3.915237	 71.667543	 24.842726
57.816667	 -4.031629	 71.764776	 24.827983
57.983333	 -4.148014	 71.862005	 24.813242
58.150000	 -4.264391	 71.959230	 24.798502
58.316667	 -4.380761	 72.056452	 24.783763
58.483333	 -4.497123	 72.153668	 24.769025
58.650000	 -4.613478	 72.250881	 24.754289
58.816667	 -4.729825	 72.348090	 24.739554
58.983333	 -4.846165	 72.445295	 24.724820
59.150000	 -4.962498	 72.542496	 24.710087
59.316667	 -5.078824	 72.639693	 24.695356
59.483333	 -5.195142	 72.736886	 24.680626
59.650000	 -5.311454	 72.834076	 24.665897
59.816667	 -5.427758	 72.931261	 24.651169
59.983333	 -5.544055	 73.028443	 24.636443
60.150000	 -5.660344	 73.125621	 24.621717
60.316667	 -5.776627	 73.222795	 24.606993
60.483333	 -5.892903	 73.319965	 24.592270
60.650000	 -6.009172	 73.417132	 24.577548
60.816667	 -6.125433	 73.514296	 24.562828
60.983333	 -6.241688	 73.611455	 24.548108
61.150000	 -6.357936	 73.708611	 24.533390
61.316667	 -6.474177	 73.805764	 24.518673
61.483333	 -6.590411	 73.902913	 24.503957
61.650000	 -6.706638	 74.000059	 24.489242
61.816667	 -6.822858	 74.097201	 24.474528
61.983333	 -6.939072	 74.194340	 24.459815
62.150000	 -7.055278	 74.291475	 24.445103
62.316667	 -7.171478	 74.388607	 24.430393
62.483333	 -7.287671	 74.485735	 24.415684
62.650000	 -7.403858	 74.582861	 24.400975
62.816667	 -7.520037	 74.679983	 24.386268
62.983333	 -7.636211	 74.777102	 24.371562
63.150000	 -7.752377	 74.874217	 24.356857
63.316667	 -7.868537	 74.971330	 24.342153
63.483333	 -7.984690	 75.068439	 24.327450
63.650000	 -8.100837	 75.165545	 24.312748
63.816667	 -8.216977	 75.262648	 24.298047
63.983333	 -8.333111	 75.359748	 24.283347
64.150000	 -8.449238	 75.456845	 24.268648
64.316667	 -8.565358	 75.553939	 24.253950
64.483333	 -8.681473	 75.651030	 24.239253
64.650000	 -8.797580	 75.748118	 24.224558
64.816667	 -8.913682	 75.845203	 24.209863
64.983333	 -9.029777	 75.942285	 24.195169
65.150000	 -9.145865	 76.039364	 24.180476
65.316667	 -9.261948	 76.136440	 24.165785
65.483333	 -9.378024	 76.233513	 24.151094
65.650000	 -9.494093	 76.330584	 24.136404
65.816667	 -9.610157	 76.427651	 24.121715
65.983333	 -9.726214	 76.524716	 24.107027
66.150000	 -9.842265	 76.621779	 24.092340
66.316667	 -9.958310	 76.718838	 24.077654
66.483333	 -10.074348	 76.815895	 24.062969
66.650000	 -10.190381	 76.912949	 24.048285
66.816667	 -10.306407	 77.010000	 24.033602
66.983333	 -10.422427	 77.107049	 24.018920
67.150000	 -10.538441	 77.204095	 24.004239
67.316667	 -10.654449	 77.301139	 23.989558
67.483333	 -10.770451	 77.398180	 23.974879
67.650000	 -10.886447	 77.495218	 23.960200
67.816667	 -11.002437	 77.592254	 23.945523
67.983333	 -11.118420	 77.689287	 23.930846
68.150000	 -11.234398	 77.786318	 23.916170
68.316667	 -11.350370	 77.883347	 23.901495
68.483333	 -11.466336	 77.980373	 23.886821
68.650000	 -11.582296	 78.077396	 23.872148
68.816667	 -11.698250	 78.174418	 23.857476
68.983333	 -11.814198	 78.271436	 23.842805
69.150000	 -11.930141	 78.368453	 23.828134
69.316667	 -12.046077	 78.465467	 23.813465
69.483333	 -12.162008	 78.562479	 23.798796
69.650000	 -12.277933	 78.659488	 23.784128
69.816667	 -12.393852	 78.756496	 23.769461
69.983333	 -12.509765	 78.853501	 23.754795
70.150000	 -12.625673	 78.950504	 23.740129
70.316667	 -12.741575	 79.047504	 23.725465
70.483333	 -12.857471	 79.144503	 23.710801
70.650000	 -12.973361	 79.241499	 23.696138
70.816667	 -13.089246	 79.338493	 23.681476
70.983333	 -13.205125	 79.435485	 23.666815
71.150000	 -13.320999	 79.532475	 23.652154
71.316667	 -13.436866	 79.629462	 23.637495
71.483333	 -13.552729	 79.726448	 23.622836
71.650000	 -13.668585	 79.823432	 23.608178
71.816667	 -13.784436	 79.920413	 23.593521
71.983333	 -13.900282	 80.017393	 23.578864
72.150000	 -14.016122	 80.114370	 23.564209
72.316667	 -14.131956	 80.211346	 23.549554
72.483333	 -14.247785	 80.308320	 23.534900
72.650000	 -14.363608	 80.405291	 23.520247
72.816667	 -14.479426	 80.502261	 23.505594
72.983333	 -14.595239	 80.599229	 23.490943
73.150000	 -14.711046	 80.696195	 23.476292
73.316667	 -14.826847	 80.793159	 23.461641
73.483333	 -14.942644	 80.890121	 23.446992
73.650000	 -15.058434	 80.987082	 23.432343
73.816667	 -15.174220	 81.084040	 23.417695
73.983333	 -15.290000	 81.180997	 23.403048
74.150000	 -15.405774	 81.277952	 23.388402
74.316667	 -15.521544	 81.374905	 23.373756
74.483333	 -15.637308	 81.471857	 23.359111
74.650000	 -15.753067	 81.568807	 23.344467
74.816667	 -15.868820	 81.665755	 23.329823
74.983333	 -15.984568	 81.762701	 23.315181
75.150000	 -16.100311	 81.859646	 23.300539
75.316667	 -16.216049	 81.956589	 23.285897
75.483333	 -16.331782	 82.053530	 23.271257
75.650000	 -16.447509	 82.150470	 23.256617
75.816667	 -16.563231	 82.247408	 23.241977
75.983333	 -16.678948	 82.344344	 23.227339
76.150000	 -16.794660	 82.441279	 23.212701
76.316667	 -16.910366	 82.538213	 23.198064
76.483333	 -17.026068	 82.635145	 23.183427
76.650000	 -17.141764	 82.732075	 23.168792
76.816667	 -17.257455	 82.829003	 23.154157
76.983333	 -17.373141	 82.925931	 23.139522
77.150000	 -17.488822	 83.022856	 23.124889
77.316667	 -17.604498	 83.119781	 23.110256
77.483333	 -17.720169	 83.216703	 23.095623
77.650000	 -17.835835	 83.313625	 23.080992
77.816667	 -17.951496	 83.410545	 23.066360
77.983333	 -18.067152	 83.507463	 23.051730
78.150000	 -18.182803	 83.604380	 23.037100
78.316667	 -18.298449	 83.701296	 23.022471
78.483333	 -18.414089	 83.798210	 23.007843
78.650000	 -18.529725	 83.895123	 22.993215
78.816667	 -18.645356	 83.992035	 22.978588
78.983333	 -18.760982	 84.088945	 22.963962
79.150000	 -18.876604	 84.185854	 22.949336
79.316667	 -18.992220	 84.282762	 22.934711
79.483333	 -19.107831	 84.379668	 22.920086
79.650000	 -19.223438	 84.476573	 22.905462
79.816667	 -19.339039	 84.573477	 22.890839
79.983333	 -19.454636	 84.670380	 22.876216
80.150000	 -19.570228	 84.767281	 22.861594
80.316667	 -19.685815	 84.864181	 22.846973
80.483333	 -19.801397	 84.961080	 22.832352
80.650000	 -19.916975	 85.057978	 22.817732
80.816667	 -20.032548	 85.154874	 22.803112
80.983333	 -20.148115	 85.251769	 22.788493
81.150000	 -20.263679	 85.348664	 22.773875
81.316667	 -20.379237	 85.445557	 22.759257
81.483333	 -20.494791	 85.542448	 22.744640
81.650000	 -20.610340	 85.639339	 22.730023
81.816667	 -20.725884	 85.736229	 22.715407
81.983333	 -20.841423	 85.833117	 22.700792
82.150000	 -20.956958	 85.930005	 22.686177
82.316667	 -21.072488	 86.026891	 22.671563
82.483333	 -21.188014	 86.123776	 22.656949
82.650000	 -21.303534	 86.220661	 22.642336
82.816667	 -21.419050	 86.317544	 22.627724
82.983333	 -21.534562	 86.414426	 22.613112
83.150000	 -21.650069	 86.511307	 22.598501
83.316667	 -21.765571	 86.608187	 22.583890
83.483333	 -21.881069	 86.705067	 22.569280
83.650000	 -21.996562	 86.801945	 22.554670
83.816667	 -22.112050	 86.898822	 22.540061
83.983333	 -22.227534	 86.995698	 22.525453
84.150000	 -22.343013	 87.092574	 22.510845
84.316667	 -22.458488	 87.189448	 22.496237
84.483333	 -22.573959	 87.286322	 22.481631
84.650000	 -22.689424	 87.383194	 22.467024
84.816667	 -22.804885	 87.480066	 22.452419
84.983333	 -22.920342	 87.576937	 22.437813
85.150000	 -23.035794	 87.673806	 22.423209
85.316667	 -23.151242	 87.770676	 22.408605
85.483333	 -23.266685	 87.867544	 22.394001
85.650000	 -23.382124	 87.964411	 22.379398
85.816667	 -23.497559	 88.061278	 22.364796
85.983333	 -23.612988	 88.158143	 22.350194
86.150000	 -23.728414	 88.255008	 22.335593
86.316667	 -23.843835	 88.351872	 22.320992
86.483333	 -23.959252	 88.448735	 22.306391
86.650000	 -24.074664	 88.545598	 22.291792
86.816667	 -24.190072	 88.642460	 22.277192
86.983333	 -24.305475	 88.739321	 22.262593
87.150000	 -24.420874	 88.836181	 22.247995
87.316667	 -24.536269	 88.933040	 22.233398
87.483333	 -24.651659	 89.029899	 22.218800
87.650000	 -24.767046	 89.126757	 22.204204
87.816667	 -24.882427	 89.223614	 22.189607
87.983333	 -24.997805	 89.320471	 22.175012
88.150000	 -25.113178	 89.417327	 22.160417
88.316667	 -25.228547	 89.514182	 22.145822
88.483333	 -25.343911	 89.611037	 22.131228
88.650000	 -25.459271	 89.707891	 22.116634
88.816667	 -25.574627	 89.804744	 22.102041
88.983333	 -25.689979	 89.901597	 22.087448
89.150000	 -25.805326	 89.998449	 22.072856
89.316667	 -25.920669	 90.095300	 22.058264
89.483333	 -26.036008	 90.192151	 22.043673
89.650000	 -26.151343	 90.289001	 22.029082
89.816667	 -26.266674	 90.385851	 22.014492
89.983333	 -26.382000	 90.482700	 21.999902
90.150000	 -26.497322	 90.579548	 21.985313
90.316667	 -26.612640	 90.676396	 21.970724
90.483333	 -26.727953	 90.773243	 21.956136
90.650000	 -26.843263	 90.870090	 21.941548
90.816667	 -26.958568	 90.966936	 21.926961
90.983333	 -27.073870	 91.063782	 21.912374
91.150000	 -27.189167	 91.160627	 21.897787
91.316667	 -27.304460	 91.257472	 21.883201
91.483333	 -27.419748	 91.354316	 21.868616
91.650000	 -27.535033	 91.451160	 21.854031
91.816667	 -27.650314	 91.548003	 21.839446
91.983333	 -27.765590	 91.644846	 21.824862
92.150000	 -27.880862	 91.741688	 21.810278
92.316667	 -27.996131	 91.838530	 21.795695
92.483333	 -28.111395	 91.935371	 21.781112
92.650000	 -28.226655	 92.032212	 21.766530
92.816667	 -28.341911	 92.129053	 21.751948
92.983333	 -28.457163	 92.225893	 21.737367
93.150000	 -28.572411	 92.322732	 21.722786
93.316667	 -28.687655	 92.419572	 21.708205
93.483333	 -28.802895	 92.516411	 21.693625
93.650000	 -28.918131	 92.613249	 21.679046
93.816667	 -29.033363	 92.710087	 21.664466
93.983333	 -29.148591	 92.806925	 21.649888
94.150000	 -29.263815	 92.903762	 21.635309
94.316667	 -29.379034	 93.000599	 21.620731
94.483333	 -29.494250	 93.097436	 21.606154
94.650000	 -29.609462	 93.194272	 21.591577
94.816667	 -29.724670	 93.291108	 21.577000
94.983333	 -29.839874	 93.387944	 21.562424
95.150000	 -29.955074	 93.484779	 21.547849
95.316667	 -30.070271	 93.581614	 21.533273
95.483333	 -30.185463	 93.678449	 21.518698
95.650000	 -30.300651	 93.775284	 21.504124
95.816667	 -30.415835	 93.872118	 21.489550
95.983333	 -30.531016	 93.968952	 21.474976
96.150000	 -30.646192	 94.065785	 21.460403
96.316667	 -30.761365	 94.162619	 21.445830
96.483333	 -30.876534	 94.259452	 21.431258
96.650000	 -30.991699	 94.356285	 21.416686
96.816667	 -31.106860	 94.453117	 21.402114
96.983333	 -31.222017	 94.549950	 21.387543
97.150000	 -31.337170	 94.646782	 21.372972
97.316667	 -31.452320	 94.743614	 21.358402
97.483333	 -31.567465	 94.840445	 21.343832
97.650000	 -31.682607	 94.937277	 21.329263
97.816667	 -31.797745	 95.034108	 21.314694
97.983333	 -31.912879	 95.130940	 21.300125
98.150000	 -32.028009	 95.227771	 21.285556
98.316667	 -32.143136	 95.324601	 21.270989
98.483333	 -32.258258	 95.421432	 21.256421
98.650000	 -32.373377	 95.518262	 21.241854
98.816667	 -32.488492	 95.615093	 21.227287
98.983333	 -32.603604	 95.711923	 21.212721
99.150000	 -32.718711	 95.808753	 21.198155
99.316667	 -32.833815	 95.905583	 21.183589
99.483333	 -32.948915	 96.002413	 21.169024
99.650000	 -33.064011	 96.099242	 21.154459
99.816667	 -33.179104	 96.196072	 21.139895
99.983333	 -33.294193	 96.292902	 21.125331
100.150000	 -33.409278	 96.389731	 21.110767
100.316667	 -33.524359	 96.486560	 21.096204
100.483333	 -33.639437	 96.583389	 21.081641
100.650000	 -33.754511	 96.680219	 21.067078
100.816667	 -33.869581	 96.777048	 21.052516
100.983333	 -33.984647	 96.873877	 21.037954
101.150000	 -34.099710	 96.970706	 21.023393
101.316667	 -34.214769	 97.067535	 21.008832
101.483333	 -34.329825	 97.164363	 20.994271
101.650000	 -34.444876	 97.261192	 20.979711
101.816667	 -34.559925	 97.358021	 20.965151
101.983333	 -34.674969	 97.454850	 20.950592
102.150000	 -34.790010	 97.551679	 20.936032
102.316667	 -34.905047	 97.648507	 20.921474
102.483333	 -35.020080	 97.745336	 20.906915
102.650000	 -35.135110	 97.842165	 20.892357
102.816667	 -35.250137	 97.938993	 20.877799
102.983333	 -35.365159	 98.035822	 20.863242
103.150000	 -35.480178	 98.132651	 20.848685
103.316667	 -35.595194	 98.229480	 20.834128
103.483333	 -35.710205	 98.326309	 20.819572
103.650000	 -35.825214	 98.423138	 20.805016
103.816667	 -35.940218	 98.519967	 20.790460
103.983333	 -36.055219	 98.616795	 20.775905
104.150000	 -36.170217	 98.713625	 20.761350
104.316667	 -36.285211	 98.810454	 20.746795
104.483333	 -36.400201	 98.907283	 20.732241
104.650000	 -36.515188	 99.004112	 20.717687
104.816667	 -36.630171	 99.100941	 20.703134
104.983333	 -36.745150	 99.197771	 20.688581
105.150000	 -36.860126	 99.294600	 20.674028
105.316667	 -36.975099	 99.391430	 20.659475
105.483333	 -37.090068	 99.488260	 20.644923
105.650000	 -37.205034	 99.585089	 20.630371
105.816667	 -37.319996	 99.681919	 20.615820
105.983333	 -37.434954	 99.778749	 20.601269
106.150000	 -37.549909	 99.875580	 20.586718
106.316667	 -37.664860	 99.972410	 20.572167
106.483333	 -37.779808	 100.069240	 20.557617
106.650000	 -37.894753	 100.166071	 20.543067
106.816667	 -38.009694	 100.262902	 20.528518
106.983333	 -38.124631	 100.359733	 20.513969
107.150000	 -38.239565	 100.456564	 20.499420
107.316667	 -38.354496	 100.553395	 20.484871
107.483333	 -38.469423	 100.650227	 20.470323
107.650000	 -38.584347	 100.747058	 20.455775
107.816667	 -38.699267	 100.843890	 20.441228
107.983333	 -38.814184	 100.940722	 20.426680
108.150000	 -38.929097	 101.037554	 20.412134
108.316667	 -39.044007	 101.134386	 20.397587
108.483333	 -39.158913	 101.231219	 20.383041
108.650000	 -39.273816	 101.328052	 20.368495
108.816667	 -39.388716	 101.424885	 20.353949
